entity,n-revs
src/slave/webui.cpp,23
src/ec2/deploy.karmic64/root/nexus-ec2/setup-torque,23
src/state/zookeeper.cpp,23
include/mesos/master/allocator.hpp,23
src/java/src/org/apache/mesos/MesosSchedulerDriver.java,23
3rdparty/libprocess/include/process/subprocess.hpp,23
third_party/libprocess/process.cpp,23
src/java/src/org/apache/mesos/SchedulerDriver.java,22
src/examples/balloon_framework.cpp,22
3rdparty/libprocess/3rdparty/stout/include/stout/strings.hpp,22
src/tests/master_validation_tests.cpp,22
src/lxc_isolation_module.cpp,22
src/cli/execute.cpp,22
src/slave/paths.cpp,22
third_party/libprocess/include/process/http.hpp,22
src/tests/utils.cpp,22
src/v1/resources.cpp,22
src/tests/containerizer/docker_containerizer_tests.cpp,22
src/docker/executor.cpp,22
3rdparty/libprocess/3rdparty/stout/include/stout/posix/os.hpp,22
docs/release-guide.md,22
src/slave/containerizer/isolators/cgroups/cpushare.hpp,22
src/examples/low_level_scheduler_libprocess.cpp,22
src/module/manager.hpp,21
src/tests/common/http_tests.cpp,21
src/slave/monitor.hpp,21
src/tests/flags.hpp,21
include/mesos/executor.hpp,21
src/examples/low_level_scheduler_pthread.cpp,21
src/webui/master/static/slave_executor.html,21
src/tests/protobuf_io_tests.cpp,21
src/tests/master_detector_tests.cpp,21
src/tests/partition_tests.cpp,21
src/tests/isolator.hpp,21
3rdparty/libprocess/src/libevent.cpp,21
src/slave/containerizer/isolators/posix.hpp,21
3rdparty/libprocess/3rdparty/stout/tests/protobuf_tests.cpp,21
src/common/resources.hpp,21
src/hdfs/hdfs.hpp,21
src/local/local.hpp,21
src/webui/master/static/slaves.html,21
src/webui/master/static/slave_framework.html,21
src/linux/fs.cpp,21
3rdparty/libprocess/3rdparty/stout/include/stout/windows.hpp,20
src/webui/master/static/js/app.js,20
3rdparty/libprocess/3rdparty/stout/include/stout/option.hpp,20
src/slave/containerizer/mesos/launch.cpp,20
3rdparty/libprocess/include/process/event.hpp,20
src/master/slaves_manager.cpp,20
src/tests/master_test.cpp,20
docs/authorization.md,20
docs/persistent-volume.md,20
3rdparty/libprocess/include/process/collect.hpp,20
src/tests/containerizer.cpp,20
3rdparty/libprocess/src/encoder.hpp,20
src/slave/containerizer/mesos/provisioner/docker/store.cpp,20
src/master/webui.cpp,20
src/tests/group_tests.cpp,20
3rdparty/libprocess/3rdparty/stout/include/stout/ip.hpp,20
src/tests/containerizer/provisioner_appc_tests.cpp,20
src/examples/test_hook_module.cpp,20
src/messaging/messages.hpp,20
3rdparty/libprocess/3rdparty/stout/tests/json_tests.cpp,20
src/slave/containerizer/mesos/provisioner/docker/registry_client.hpp,20
src/configurator/configurator.cpp,20
src/log/recover.cpp,20
src/java/jni/org_apache_mesos_Log.cpp,20
src/examples/java/TestExceptionFramework.java,19
src/master/contender.cpp,19
src/state/state.hpp,19
3rdparty/libprocess/src/tests/io_tests.cpp,19
src/slave/containerizer/mesos/provisioner/docker/registry_puller.cpp,19
src/examples/no_executor_framework.cpp,19
include/mesos/slave/isolator.hpp,19
third_party/libprocess/include/process/process.hpp,19
src/zookeeper/zookeeper.hpp,19
src/slave/gc.cpp,19
3rdparty/libprocess/src/decoder.hpp,19
src/examples/Makefile.in,19
src/slave/containerizer/isolators/namespaces/pid.cpp,19
src/state/leveldb.cpp,19
src/python/src/mesos.py,18
docs/app-framework-development-guide.md,18
src/tests/module.hpp,18
src/slave/containerizer/isolator.cpp,18
third_party/libprocess/configure.ac,18
src/slave/containerizer/external_containerizer.hpp,18
src/slave/containerizer/containerizer.hpp,18
ec2/deploy.lucid64/root/mesos-ec2/start-mesos,18
src/slave/reaper.cpp,18
src/tests/authorization_tests.cpp,18
src/master/metrics.hpp,18
3rdparty/libprocess/3rdparty/stout/include/stout/path.hpp,18
src/hook/manager.hpp,18
src/slave/containerizer/isolators/cgroups/perf_event.hpp,18
src/linux/routing/filter/ip.hpp,18
hadoop/mesos/src/java/org/apache/hadoop/mapred/MesosScheduler.java,18
docs/reservation.md,18
src/tests/examples_tests.cpp,17
src/tests/module.cpp,17
src/slave/containerizer/mesos/isolators/cgroups/net_cls.cpp,17
src/slave/containerizer/isolators/filesystem/shared.cpp,17
3rdparty/libprocess/3rdparty/stout/tests/flags_tests.cpp,17
src/webui/master/index.tpl,17
src/tests/disk_quota_tests.cpp,17
src/slave/containerizer/mesos/provisioner/docker/puller.cpp,17
src/tests/http_api_tests.cpp,17
src/log/main.cpp,17
src/nexus_exec.cpp,17
src/examples/java/TestExecutor.java,17
CMakeLists.txt,17
src/master/metrics.cpp,17
src/slave/containerizer/isolators/filesystem/linux.cpp,17
src/slave/containerizer/isolator.hpp,17
src/ec2/deploy.karmic64/root/nexus-ec2/setup,17
support/mesos-style.py,17
src/slave/containerizer/isolators/namespaces/pid.hpp,17
src/webui/slave/webui.py,17
src/jvm/jvm.cpp,17
src/slave/containerizer/isolators/filesystem/shared.hpp,17
src/slave/containerizer/isolators/posix/disk.cpp,17
src/configurator.cpp,17
src/health-check/main.cpp,17
src/tests/authentication_tests.cpp,16
3rdparty/libprocess/3rdparty/stout/include/stout/windows/os.hpp,16
hadoop/TUTORIAL.sh,16
3rdparty/libprocess/cmake/ProcessConfigure.cmake,16
src/slave/gc.hpp,16
src/linux/fs.hpp,16
src/process_based_isolation_module.cpp,16
3rdparty/libprocess/src/clock.cpp,16
src/tests/stout_tests.cpp,16
3rdparty/libprocess/src/libevent_ssl_socket.cpp,16
src/tests/executor_http_api_tests.cpp,16
src/master_detector.cpp,16
src/slave/containerizer/linux_launcher.hpp,16
bootstrap,16
src/slave/containerizer/launcher.cpp,16
src/common/date_utils.cpp,16
3rdparty/libprocess/src/metrics/metrics.cpp,15
src/log/replica.hpp,15
3rdparty/libprocess/3rdparty/stout/include/stout/format.hpp,15
include/mesos/slave/isolator.proto,15
src/examples/long_lived_executor.cpp,15
3rdparty/libprocess/3rdparty/stout/tests/CMakeLists.txt,15
src/java/jni/org_apache_mesos_MesosExecutorDriver.cpp,15
src/tests/scheduler_event_call_tests.cpp,15
3rdparty/libprocess/src/libev.cpp,15
src/java/src/org/apache/mesos/Scheduler.java,15
src/flags/flags.hpp,15
src/linux/routing/filter/ip.cpp,15
3rdparty/libprocess/include/process/clock.hpp,15
src/examples/python/test-executor.in,15
src/tests/master_slave_reconciliation_tests.cpp,15
src/python/native/mesos_executor_driver_impl.cpp,15
3rdparty/libprocess/README.md,15
src/examples/python/test-framework.in,15
src/configuration.cpp,15
src/tests/containerizer.hpp,15
src/log/coordinator.hpp,15
src/tests/cram_md5_authentication_tests.cpp,15
src/tests/zookeeper.cpp,15
src/tests/test_configuration.cpp,15
src/examples/java/TestMultipleExecutorsFramework.java,15
src/tests/values_tests.cpp,15
src/tests/balloon_framework_test.sh,15
src/ft_messaging.cpp,15
3rdparty/libprocess/src/io.cpp,15
src/tests/docker_tests.cpp,15
LICENSE,15
src/slave/containerizer/mesos/provisioner/docker/local_puller.cpp,15
3rdparty/libprocess/3rdparty/stout/tests/path_tests.cpp,14
third_party/libprocess/process.hpp,14
3rdparty/libprocess/include/process/metrics/timer.hpp,14
src/slave/containerizer/fetcher.hpp,14
src/slave/cgroups_isolation_module.hpp,14
third_party/Makefile.am,14
src/slave/containerizer/mesos/isolators/filesystem/linux.cpp,14
src/slave/containerizer/isolators/posix/disk.hpp,14
3rdparty/libprocess/src/pid.cpp,14
support/verify-reviews.py,14
src/java/jni/construct.cpp,14
src/tests/containerizer/mesos_containerizer_tests.cpp,14
src/common/date_utils.hpp,14
src/python/native/proxy_scheduler.cpp,14
3rdparty/libprocess/3rdparty/stout/include/stout/os/osx.hpp,14
src/webui/master/webui.py,14
include/mesos/authorizer/authorizer.hpp,14
src/linux/proc.cpp,14
src/third_party/libprocess/process.hpp,14
src/tests/repair_tests.cpp,14
3rdparty/libprocess/include/process/help.hpp,14
src/tests/reaper_tests.cpp,14
src/tests/flags_tests.cpp,14
src/slave/lxc_isolation_module.hpp,14
src/slave/containerizer/mesos/isolators/network/port_mapping.cpp,14
src/master/allocator/sorter/drf/sorter.cpp,14
3rdparty/libprocess/3rdparty/stout/include/stout/result.hpp,14
src/tests/paths_tests.cpp,14
3rdparty/libprocess/3rdparty/stout/include/stout/duration.hpp,14
src/java/jni/org_apache_mesos_state_ZooKeeperState.cpp,14
src/tests/credentials_tests.cpp,14
src/python/native/proxy_executor.cpp,13
src/slave/cgroups_isolator.hpp,13
src/configurator/configurator.hpp,13
include/mesos/hook.hpp,13
3rdparty/libprocess/src/help.cpp,13
src/master/dominant_share_allocator.cpp,13
src/common/parse.hpp,13
third_party/libprocess/src/encoder.hpp,13
src/nexus_local.cpp,13
3rdparty/libprocess/src/tests/decoder_tests.cpp,13
src/master/drf_sorter.cpp,13
third_party/libprocess/third_party/Makefile.am,13
src/tests/metrics_tests.cpp,13
src/configuration.hpp,13
include/mesos/authorizer/authorizer.proto,13
src/tests/fs_tests.cpp,13
3rdparty/libprocess/3rdparty/stout/include/stout/hashmap.hpp,13
src/common/attributes.cpp,13
3rdparty/libprocess/3rdparty/stout/tests/proc_tests.cpp,13
3rdparty/libprocess/src/tests/statistics_tests.cpp,13
src/logging/flags.hpp,13
3rdparty/libprocess/include/process/gmock.hpp,13
src/log/catchup.cpp,13
support/verify_reviews.py,13
3rdparty/libprocess/include/Makefile.am,13
third_party/libprocess/Makefile.in,13
3rdparty/libprocess/3rdparty/stout/tests/strings_tests.cpp,13
README,13
src/slave/process_based_isolation_module.hpp,13
src/master/validation.hpp,13
src/master/contender.hpp,12
docs/fetcher.md,12
src/local.cpp,12
3rdparty/libprocess/include/process/shared.hpp,12
src/hdfs/hdfs.cpp,12
src/messages/messages.hpp,12
third_party/libprocess/src/statistics.cpp,12
hadoop/hadoop-0.20.205.0.patch,12
src/webui/master/static/app.js,12
src/cli/mesos-ps,12
third_party/libprocess/src/tests/process_tests.cpp,12
src/authorizer/local/authorizer.cpp,12
src/java/src/org/apache/mesos/Executor.java,12
src/launcher.cpp,12
3rdparty/libprocess/src/libev.hpp,12
src/examples/event_call_framework.cpp,12
include/mesos/v1/scheduler.hpp,12
src/master/webui.hpp,12
src/logging/logging.hpp,12
3rdparty/libprocess/3rdparty/stout/README.md,12
src/common/attributes.hpp,12
src/examples/balloon_executor.cpp,12
3rdparty/libprocess/3rdparty/stout/include/stout/try.hpp,12
src/state/zookeeper.hpp,12
support/apply-review.sh,12
src/tests/logging_tests.cpp,12
3rdparty/libprocess/include/process/pid.hpp,12
include/mesos/v1/mesos.hpp,12
support/release.sh,12
src/slave/containerizer/launcher.hpp,12
3rdparty/libprocess/src/tests/benchmarks.cpp,12
src/linux/routing/link/link.cpp,12
src/authentication/cram_md5/authenticator.hpp,12
src/master/simple_allocator.cpp,12
3rdparty/libprocess/3rdparty/stout/cmake/StoutTestsConfigure.cmake,12
src/python/native/proxy_executor.hpp,12
3rdparty/libprocess/3rdparty/stout/include/stout/os/linux.hpp,12
src/master/allocator/sorter/drf/sorter.hpp,12
src/tests/persistent_volume_endpoints_tests.cpp,12
3rdparty/libprocess/include/process/address.hpp,12
src/python/native/proxy_scheduler.hpp,11
src/slave/containerizer/mesos_containerizer.hpp,11
src/tests/external_test.cpp,11
src/state/log.cpp,11
src/slave/metrics.cpp,11
3rdparty/libprocess/cmake/Process3rdpartyConfigure.cmake,11
3rdparty/libprocess/src/openssl.cpp,11
src/master/detector.hpp,11
src/tests/role_tests.cpp,11
3rdparty/libprocess/3rdparty/stout/include/stout/version.hpp,11
src/master/registrar.hpp,11
src/tests/scheduler_http_api_tests.cpp,11
src/mesos/main.cpp,11
src/ft_messaging.hpp,11
third_party/libprocess/include/stout/strings.hpp,11
src/webui/master/framework.tpl,11
src/jvm/jvm.hpp,11
3rdparty/libprocess/src/poll_socket.cpp,11
src/examples/cpp_test_framework.cpp,11
src/java/src/org/apache/mesos/MesosExecutorDriver.java,11
src/log/leveldb.cpp,11
docs/modules.md,11
src/master/frameworks_manager.cpp,11
src/linux/routing/filter/icmp.cpp,11
3rdparty/libprocess/src/socket.cpp,11
3rdparty/libprocess/3rdparty/stout/include/stout/interval.hpp,11
3rdparty/libprocess/3rdparty/stout/include/stout/cache.hpp,11
src/swig/java/TestFramework.java,11
src/master_webui.cpp,11
src/slave/reaper.hpp,11
src/zookeeper.cpp,11
src/java/mesos.pom.in,11
3rdparty/libprocess/src/tests/ssl_tests.cpp,11
3rdparty/libprocess/3rdparty/stout/include/stout/proc.hpp,11
3rdparty/libprocess/include/process/executor.hpp,11
src/tests/teardown_tests.cpp,11
3rdparty/libprocess/3rdparty/stout/include/stout/abort.hpp,11
src/examples/load_generator_framework.cpp,11
docs/attributes-resources.md,11
3rdparty/libprocess/3rdparty/stout/include/stout/os/sysctl.hpp,11
3rdparty/libprocess/cmake/ProcessTestsConfigure.cmake,11
3rdparty/libprocess/include/process/owned.hpp,11
support/docker_build.sh,10
3rdparty/libprocess/include/process/statistics.hpp,10
include/mesos/v1/scheduler/scheduler.proto,10
site/source/index.html.md,10
src/linux/proc.hpp,10
src/tests/zookeeper_test_server.cpp,10
include/mesos/v1/resources.hpp,10
src/slave/containerizer/composing.cpp,10
src/slave/containerizer/mesos/isolators/cgroups/net_cls.hpp,10
cmake/MesosConfigure.cmake,10
src/webui/master/static/browse.html,10
3rdparty/libprocess/include/process/deferred.hpp,10
src/tests/ns_tests.cpp,10
ec2/deploy.centos64/root/mesos-ec2/setup,10
src/tests/configurator_tests.cpp,10
src/slave/containerizer/mesos/isolators/docker/runtime.cpp,10
3rdparty/libprocess/3rdparty/stout/include/stout/hashset.hpp,10
docs/network-monitoring.md,10
src/configurator/configuration.hpp,10
src/master/registry.proto,10
3rdparty/libprocess/3rdparty/stout/include/stout/os/fork.hpp,10
src/authorizer/authorizer.hpp,10
3rdparty/libprocess/3rdparty/stout/tests/option_tests.cpp,10
src/cli/resolve.cpp,10
src/credentials/credentials.hpp,10
src/configurator.hpp,10
src/tests/registrar_zookeeper_tests.cpp,10
src/examples/docker_no_executor_framework.cpp,10
src/authorizer/local/authorizer.hpp,10
src/slave/containerizer/mesos/provisioner/docker/puller.hpp,10
src/master/drf_sorter.hpp,10
src/slave/solaris_project_isolation_module.cpp,10
src/zookeeper/detector.cpp,10
docs/committers.md,10
hadoop/Makefile.am,10
3rdparty/libprocess/3rdparty/stout/include/stout/os/process.hpp,10
src/tests/containerizer/docker_tests.cpp,10
3rdparty/libprocess/src/tests/main.cpp,10
src/master/maintenance.cpp,10
src/common/build.hpp,10
src/authorizer/authorizer.cpp,10
src/tests/environment.hpp,10
3rdparty/libprocess/3rdparty/stout/include/stout/os/read.hpp,10
src/common/factory.hpp,10
src/third_party/libprocess/reliable.cpp,10
src/common/logging.cpp,10
3rdparty/libprocess/include/process/protobuf.hpp,10
src/state/leveldb.hpp,10
src/linux/routing/handle.hpp,10
src/cli/mesos.cpp,10
3rdparty/libprocess/src/libevent.hpp,10
src/detector/detector.hpp,10
src/slave/webui.hpp,10
third_party/versions.am,10
third_party/libprocess/third_party/stout/include/stout/os.hpp,10
src/master/slaves_manager.hpp,10
Doxyfile,10
3rdparty/Makefile.am,9
src/java/jni/org_apache_mesos_state_AbstractState.cpp,9
src/linux/routing/queueing/internal.hpp,9
src/log/tool/benchmark.cpp,9
third_party/libprocess/src/decoder.hpp,9
3rdparty/libprocess/include/process/system.hpp,9
src/deploy/mesos-env.sh,9
third_party/libprocess/pid.cpp,9
src/linux/routing/queueing/fq_codel.cpp,9
src/messages.cpp,9
src/python/interface/src/mesos/interface/__init__.py,9
docs/roles.md,9
src/log/consensus.cpp,9
docs/high-availability-framework-guide.md,9
3rdparty/libprocess/include/process/io.hpp,9
src/java/src/org/apache/mesos/state/ZooKeeperState.java,9
3rdparty/libprocess/3rdparty/stout/tests/os/sendfile_tests.cpp,9
docs/clang-format.md,9
src/slave/containerizer/isolators/filesystem/posix.cpp,9
src/sasl/authenticator.hpp,9
src/ec2/nexus_ec2.py,9
docs/docker-containerizer.md,9
src/examples/java/test-executor.in,9
src/messages/log.proto,9
src/examples/scheduled_memhog.cpp,9
support/apply-reviews.py,9
ec2/deploy.lucid64/root/mesos-ec2/redeploy-mesos,9
src/slave/process_isolator.hpp,9
src/linux/routing/filter/filter.hpp,9
ec2/deploy.lucid64/root/mesos-ec2/setup-slave,9
src/tests/test_configurator.cpp,9
src/master/sorter.hpp,9
docs/mesos-containerizer.md,9
3rdparty/libprocess/include/process/metrics/metric.hpp,9
third_party/libprocess/include/process/statistics.hpp,9
3rdparty/libprocess/include/process/metrics/metrics.hpp,9
src/tests/attributes_tests.cpp,9
src/zookeeper/contender.cpp,9
src/linux/routing/filter/icmp.hpp,9
src/examples/memhog.cpp,9
src/tests/containerizer/provisioner_backend_tests.cpp,9
src/slave/containerizer/mesos/launch.hpp,9
3rdparty/libprocess/3rdparty/stout/tests/hashmap_tests.cpp,9
src/swig/mesos.i,9
src/examples/java/test-multiple-executors-framework.in,9
docs/c++-style-guide.md,9
src/slave/isolation_module.hpp,9
src/tests/containerizer/cgroups_tests.cpp,9
src/linux/ns.hpp,9
3rdparty/libprocess/src/libevent_ssl_socket.hpp,9
src/tests/zookeeper.hpp,9
src/python/native/mesos_scheduler_driver_impl.hpp,9
src/messaging/messages.cpp,9
src/config.hpp.in,9
third_party/libprocess/include/process/protobuf.hpp,9
3rdparty/libprocess/include/process/metrics/gauge.hpp,9
src/master/quota.cpp,9
src/common/build.cpp,9
src/tests/slave_state_tests.cpp,9
3rdparty/libprocess/include/process/time.hpp,9
src/linux/routing/queueing/ingress.cpp,9
src/slave/containerizer/provisioner.cpp,9
3rdparty/libprocess/3rdparty/stout/include/stout/os/posix/fork.hpp,9
src/examples/java/test-framework.in,9
src/examples/persistent_volume_framework.cpp,9
src/linux/routing/filter/internal.hpp,9
src/examples/test_isolator_module.cpp,9
src/examples/test_executor.cpp,9
src/tests/containerizer/launch_tests.cpp,9
src/slave/containerizer/mesos/isolators/posix/disk.cpp,9
include/mesos/executor/executor.proto,9
src/slave/containerizer/isolators/filesystem/linux.hpp,9
src/tests/external_containerizer_test.cpp,9
src/webui/webui.cpp,9
src/third_party/libprocess/tuple-impl.hpp,9
src/tests/uri_fetcher_tests.cpp,9
src/messaging/messages.proto,9
3rdparty/libprocess/3rdparty/stout/include/stout/os/killtree.hpp,9
src/examples/java/test-exception-framework.in,9
src/slave/metrics.hpp,9
3rdparty/libprocess/3rdparty/stout/tests/interval_tests.cpp,9
src/tests/test_framework_test.sh,9
src/simple_allocator.cpp,9
src/master/allocator/sorter/sorter.hpp,9
3rdparty/libprocess/3rdparty/stout/include/stout/flags/parse.hpp,9
docs/quota.md,9
3rdparty/libprocess/3rdparty/stout/include/stout/uuid.hpp,9
src/zookeeper/url.hpp,9
src/python/native/module.cpp,8
src/slave/containerizer/mesos/isolators/filesystem/posix.cpp,8
src/linux/routing/route.cpp,8
src/slave/containerizer/provisioners/docker.hpp,8
src/slave_webui.cpp,8
3rdparty/libprocess/src/gate.hpp,8
3rdparty/libprocess/include/process/network.hpp,8
src/examples/python/test_executor.py,8
docs/operational-guide.md,8
frameworks/torque/start_pbs_mom.py,8
src/slave/containerizer/provisioners/docker/store.hpp,8
m4/ax_cxx_compile_stdcxx_11.m4,8
src/messages/log.hpp,8
src/slave/containerizer/mesos/provisioner/appc/store.cpp,8
src/examples/test_module.hpp,8
3rdparty/libprocess/3rdparty/stout/include/stout/os/signals.hpp,8
jenkins/src/main/java/org/jenkinsci/plugins/mesos/MesosCloud.java,8
src/cli/mesos-tail,8
src/lxc_isolation_module.hpp,8
docs/tools.md,8
src/scaling/nested_exec.py,8
src/slave/containerizer/mesos/isolators/network/port_mapping.hpp,8
src/common/strings.hpp,8
src/uri/fetcher.cpp,8
