entity,n-revs
third_party/zookeeper-3.3.1/src/c/missing,1
src/third_party/libprocess/third_party/boost-1.37.0/boost/mpl/unique.hpp,1
third_party/libprocess/third_party/boost-1.37.0/boost/variant/detail/config.hpp,1
third_party/{boto-1.8d => boto-1.9b}/boto/s3/key.py,1
{src/third_party/libprocess/third_party => third_party}/boost-1.37.0/boost/range/detail/iterator.hpp,1
third_party/boost-1.37.0/boost/mpl/aux_/preprocessed/no_ttp/advance_forward.hpp,1
src/third_party/{zookeeper-3.2.2 => zookeeper-3.3.0/src}/recipes/lock/src/c/tests/Util.cc,1
frameworks/{hadoop-0.20.0 => hadoop-0.20.2}/src/core/org/apache/hadoop/io/compress/Decompressor.java,1
src/third_party/{zookeeper-3.3.0/contrib/ZooInspector => zookeeper-3.3.1/src/contrib/zooinspector}/src/java/org/apache/zookeeper/inspector/gui/ZooInspectorNodeViewersDialog.java,1
src/master/{simple_allocator.hpp => dominant_share_allocator.hpp},1
{src => third_party/libprocess}/third_party/boost-1.37.0/boost/mpl/aux_/preprocessed/plain/less_equal.hpp,1
frameworks/{hadoop-0.20.0 => hadoop-0.20.2}/src/test/org/apache/hadoop/mapred/TestCounters.java,1
src/third_party/{zookeeper-3.3.0 => zookeeper-3.3.1/src}/contrib/zkpython/src/test/async_test.py,1
{src/third_party => third_party}/zookeeper-3.3.1/src/c/config.h.in,1
frameworks/hadoop-0.20.2/src/contrib/hod/hodlib/Common/desc.py,1
frameworks/hadoop-0.20.0/src/docs/cn/src/documentation/skins/common/scripts/prototype.js,1
src/third_party/{zookeeper-3.2.2 => zookeeper-3.3.0}/src/java/main/org/apache/zookeeper/server/quorum/QuorumCnxManager.java,1
{src/third_party/libprocess/third_party/boost-1.37.0/boost/type_traits => third_party/boost-1.37.0/boost}/detail/is_mem_fun_pointer_tester.hpp,1
frameworks/hadoop-0.20.2/src/benchmarks/gridmix2/src/java/org/apache/hadoop/mapred/GenericMRLoadJobCreator.java,1
frameworks/{hadoop-0.20.0 => hadoop-0.20.2}/src/test/org/apache/hadoop/hdfs/TestReplication.java,1
{src/third_party/libprocess/third_party/boost-1.37.0/boost/type_traits => third_party/boost-1.37.0/boost}/is_member_object_pointer.hpp,1
src/ec2/deploy.lucid64/root/{nexus-ec2 => mesos-ec2}/setup-apache,1
{src/third_party/zookeeper-3.3.1/src/contrib/zooinspector => third_party/zookeeper-3.3.1/contrib/ZooInspector}/src/java/org/apache/zookeeper/inspector/gui/NodeViewersChangeListener.java,1
{src => third_party/libprocess}/third_party/boost-1.37.0/boost/tuple/tuple_comparison.hpp,1
src/third_party/{zookeeper-3.2.2/docs/jdiff/changes/org.apache.zookeeper.KeeperException.Code.html => zookeeper-3.3.0/docs/jdiff/changes/org.apache.zookeeper.KeeperException.NoChildrenForEphemeralsException.html},1
frameworks/hadoop-0.20.0/src/examples/org/apache/hadoop/examples/dancing/Sudoku.java,1
src/third_party/zookeeper-3.2.2/docs/index.pdf,1
frameworks/hadoop-0.20.0/src/test/org/apache/hadoop/io/TestVersionedWritable.java,1
src/third_party/libprocess/third_party/boost-1.37.0/boost/type_traits/integral_constant.hpp,1
third_party/libprocess/third_party/boost-1.37.0/boost/mpl/aux_/preprocessed/mwcw/list.hpp,1
frameworks/hadoop-0.20.0/src/docs/cn/uming.ttc,1
frameworks/{hadoop-0.20.0 => hadoop-0.20.2}/src/test/org/apache/hadoop/mapred/TestSequenceFileInputFilter.java,1
third_party/{gtest-1.5.0 => gmock-1.5.0/gtest}/include/gtest/internal/gtest-type-util.h,1
frameworks/{hadoop-0.20.0 => hadoop-0.20.2}/src/mapred/org/apache/hadoop/mapred/lib/Chain.java,1
{src => third_party/libprocess}/third_party/boost-1.37.0/boost/mpl/has_key_fwd.hpp,1
{src/third_party => third_party}/glog-0.3.1/README,1
{src/third_party/boost-1.37.0/boost/mpl/aux_/preprocessed/plain => third_party/libprocess/third_party/boost-1.37.0/boost/mpl/aux_/preprocessed/bcc551}/map.hpp,1
src/third_party/{zookeeper-3.3.0 => zookeeper-3.3.1}/docs/jdiff/changes/org.apache.zookeeper.KeeperException.BadVersionException.html,1
{src/third_party/zookeeper-3.3.1/src => third_party/zookeeper-3.3.1}/contrib/bookkeeper/src/java/org/apache/bookkeeper/proto/PerChannelBookieClient.java,1
{src/third_party => third_party}/glog-0.3.1/src/base/commandlineflags.h,1
{src/third_party => third_party}/zookeeper-3.3.1/src/java/generated/org/apache/zookeeper/proto/SetMaxChildrenRequest.java,1
frameworks/hadoop-0.20.2/src/contrib/index/build.xml,1
third_party/libprocess/third_party/boost-1.37.0/boost/mpl/aux_/preprocessed/msvc60/basic_bind.hpp,1
src/third_party/{gtest-1.4.0-patched => gtest-1.5.0}/test/gtest-message_test.cc,1
{third_party => 3rdparty}/libprocess/3rdparty/stout/README,1
third_party/boost-1.37.0/boost/preprocessor/arithmetic/mod.hpp,1
third_party/zookeeper-3.3.1/src/java/main/org/apache/zookeeper/server/ServerCnxn.java,1
src/third_party/{zookeeper-3.3.0 => zookeeper-3.3.1}/docs/skin/images/external-link.gif,1
src/third_party/boost-1.37.0/boost/type_traits/has_nothrow_destructor.hpp,1
src/third_party/libprocess/third_party/boost-1.37.0/boost/type_traits/make_unsigned.hpp,1
third_party/zookeeper-3.3.1/docs/skin/images/remove.jpg,1
frameworks/{hadoop-0.20.0 => hadoop-0.20.2}/src/benchmarks/gridmix/submissionScripts/textSortHod,1
third_party/zookeeper-3.3.1/src/contrib/bookkeeper/test/org/apache/bookkeeper/test/LedgerRecoveryTest.java,1
frameworks/hadoop-0.20.0/src/test/org/apache/hadoop/io/serializer/TestWritableSerialization.java,1
frameworks/hadoop-0.20.2/src/core/org/apache/hadoop/record/Buffer.java,1
frameworks/hadoop-0.20.2/src/docs/cn/src/documentation/skins/common/images/hack.jpg,1
{src/third_party/boost-1.37.0/boost/type_traits => third_party/libprocess/third_party/boost-1.37.0/boost}/integral_promotion.hpp,1
third_party/boost-1.37.0/boost/range/reverse_iterator.hpp,1
src/third_party/zookeeper-3.3.0/src/java/main/org/apache/zookeeper/server/quorum/Observer.java,1
third_party/boost-1.37.0/boost/mpl/aux_/preprocessed/msvc70/minus.hpp,1
{src => third_party/libprocess}/third_party/boost-1.37.0/boost/mpl/aux_/range_c/empty.hpp,1
{src/third_party/boost-1.37.0/boost/mpl/aux_/preprocessed/gcc => third_party/libprocess/third_party/boost-1.37.0/boost/mpl/aux_/preprocessed/no_ttp}/unpack_args.hpp,1
{src/third_party/libprocess/third_party/boost-1.37.0/boost/mpl/vector/aux_/preprocessed/no_ctps => third_party/boost-1.37.0/boost/mpl/vector/aux_/preprocessed/plain}/vector50_c.hpp,1
src/third_party/{zookeeper-3.2.2 => zookeeper-3.3.0}/src/java/generated/org/apache/zookeeper/proto/WatcherEvent.java,1
frameworks/hadoop-0.20.0/conf/slaves.template,1
frameworks/{hadoop-0.20.0 => hadoop-0.20.2}/src/test/org/apache/hadoop/util/TestShell.java,1
src/third_party/zookeeper-3.3.0/contrib/zktreeutil/src/ZkTreeUtil.h,1
src/third_party/{zookeeper-3.2.2 => zookeeper-3.3.0}/src/java/main/org/apache/zookeeper/server/quorum/QuorumMXBean.java,1
src/third_party/{zookeeper-3.2.2 => zookeeper-3.3.0}/docs/skin/images/pdfdoc.gif,1
frameworks/{hadoop-0.20.0 => hadoop-0.20.2}/src/core/org/apache/hadoop/util/UTF8ByteArrayUtils.java,1
src/ec2/deploy.lucid64/root/nexus-ec2/runaway-killall,1
{src/third_party/libprocess/third_party => third_party}/boost-1.37.0/boost/range/empty.hpp,1
{src/third_party/libprocess/third_party => third_party}/boost-1.37.0/boost/preprocessor/arithmetic/div.hpp,1
{src => third_party/libprocess}/third_party/boost-1.37.0/boost/preprocessor/comparison/greater_equal.hpp,1
frameworks/hadoop-0.20.0/src/core/org/apache/hadoop/io/Text.java,1
src/third_party/zookeeper-3.2.2/src/java/test/org/apache/zookeeper/test/OOMTest.java,1
3rdparty/libprocess/3rdparty/stout/include/stout/os/windows/mkdtemp.hpp,1
{src/third_party => third_party}/boto-1.8d/boto/mturk/test/create_hit_with_qualifications.py,1
third_party/zookeeper-3.3.1/src/recipes/queue/src/c/tests/TestDriver.cc,1
frameworks/{hadoop-0.20.0 => hadoop-0.20.2}/src/contrib/thriftfs/gen-php/ThriftHadoopFileSystem.php,1
frameworks/{hadoop-0.20.0 => hadoop-0.20.2}/src/docs/forrest.properties,1
src/third_party/{zookeeper-3.2.2 => zookeeper-3.3.0/src}/recipes/lock/src/c/c-doc.Doxyfile,1
src/third_party/libprocess/third_party/boost-1.37.0/boost/mpl/divides.hpp,1
src/third_party/{zookeeper-3.2.2 => zookeeper-3.3.0}/src/contrib/fatjar/README.txt,1
{src/third_party => third_party}/zookeeper-3.3.1/docs/broken-links.xml,1
{src/third_party/libprocess/third_party => third_party}/boost-1.37.0/boost/iterator/counting_iterator.hpp,1
{src/third_party/boost-1.37.0/boost/mpl/aux_/preprocessed/no_ttp => third_party/libprocess/third_party/boost-1.37.0/boost/mpl/aux_/preprocessed/bcc551}/inherit.hpp,1
third_party/boost-1.37.0/boost/mpl/O1_size.hpp,1
third_party/{boto-1.9b => boto-2.0b2}/boto/ec2/spotpricehistory.py,1
frameworks/hadoop-0.20.2/src/core/org/apache/hadoop/metrics/util/MetricsTimeVaryingRate.java,1
src/third_party/{zookeeper-3.3.0/src => zookeeper-3.3.1}/contrib/bookkeeper/src/java/org/apache/bookkeeper/proto/NIOServerFactory.java,1
{src/third_party/libprocess/third_party/boost-1.37.0/boost/mpl/aux_/preprocessed/no_ttp => third_party/boost-1.37.0/boost/mpl/aux_/preprocessed/dmc}/list_c.hpp,1
third_party/boost-1.37.0/boost/assert.hpp,1
third_party/boost-1.37.0/boost/preprocessor/seq/cat.hpp,1
frameworks/hadoop-0.20.2/src/test/org/apache/hadoop/ipc/TestSocketFactory.java,1
src/third_party/libprocess/third_party/boost-1.37.0/boost/mpl/aux_/preprocessed/plain/less.hpp,1
src/third_party/boost-1.37.0/boost/is_pointer.hpp,1
third_party/zookeeper-3.3.1/src/contrib/bookkeeper/test/org/apache/bookkeeper/test/BaseTestCase.java,1
third_party/gmock-1.5.0/gtest/src/gtest-death-test.cc,1
frameworks/{hadoop-0.20.0 => hadoop-0.20.2}/src/contrib/eclipse-plugin/src/java/org/apache/hadoop/eclipse/MapReduceNature.java,1
src/event_history/{event_history.cpp => event_logger.cpp},1
{src/third_party/zookeeper-3.3.1 => third_party/zookeeper-3.3.1/src}/contrib/bookkeeper/src/java/org/apache/bookkeeper/client/PendingAddOp.java,1
src/third_party/boost-1.37.0/boost/mpl/aux_/preprocessed/dmc/and.hpp,1
src/third_party/boost-1.37.0/boost/mpl/divides.hpp,1
third_party/libprocess/third_party/boost-1.37.0/boost/mpl/aux_/preprocessed/bcc_pre590/shift_right.hpp,1
frameworks/hadoop-0.20.0/src/core/org/apache/hadoop/record/XmlRecordOutput.java,1
frameworks/hadoop-0.20.0/src/examples/org/apache/hadoop/examples/terasort/TeraValidate.java,1
frameworks/hadoop-0.20.0/src/contrib/fuse-dfs/src/fuse_trash.h,1
frameworks/hadoop-0.20.0/src/benchmarks/gridmix2/src/java/org/apache/hadoop/mapred/GenericMRLoadJobCreator.java,1
src/third_party/{gtest-1.4.0-patched => gtest-1.5.0}/test/gtest-typed-test_test.cc,1
src/third_party/zookeeper-3.2.2/docs/api/org/apache/zookeeper/class-use/KeeperException.BadArgumentsException.html,1
third_party/boost-1.37.0/boost/preprocessor/list/for_each_product.hpp,1
src/third_party/{zookeeper-3.2.2 => zookeeper-3.3.0}/src/java/generated/org/apache/zookeeper/proto/ExistsRequest.java,1
frameworks/{hadoop-0.20.0 => hadoop-0.20.2}/src/c++/utils/config.guess,1
src/third_party/libprocess/third_party/boost-1.37.0/boost/mpl/aux_/reverse_fold_impl_body.hpp,1
src/third_party/{zookeeper-3.2.2 => zookeeper-3.3.0}/docs/bookkeeperConfig.pdf,1
third_party/zookeeper-3.3.1/contrib/zkpython/src/test/acl_test.py,1
third_party/libprocess/third_party/libev-3.8/ev_epoll.c,1
{src => third_party/libprocess}/third_party/boost-1.37.0/boost/get_pointer.hpp,1
src/third_party/boost-1.37.0/boost/mpl/aux_/preprocessed/no_ttp/apply.hpp,1
src/third_party/boost-1.37.0/boost/mpl/aux_/preprocessed/dmc/plus.hpp,1
{src => third_party/libprocess}/third_party/boost-1.37.0/boost/mpl/aux_/na_assert.hpp,1
src/third_party/boost-1.37.0/boost/mpl/list/aux_/preprocessed/plain/list30.hpp,1
{src/third_party/libprocess/third_party/boost-1.37.0/boost => third_party/boost-1.37.0/boost/type_traits}/remove_bounds.hpp,1
frameworks/hadoop-0.20.0/src/contrib/index/src/java/org/apache/hadoop/contrib/index/mapred/IndexUpdateOutputFormat.java,1
frameworks/hadoop-0.20.0/lib/jdiff/hadoop_0.17.0.xml,1
{src => third_party/libprocess}/third_party/boost-1.37.0/boost/detail/yield_k.hpp,1
third_party/libprocess/third_party/boost-1.37.0/boost/mpl/aux_/fold_impl_body.hpp,1
src/third_party/libprocess/third_party/boost-1.37.0/boost/detail/type_trait_def.hpp,1
third_party/{boto-1.9b => boto-2.0b2}/boto/mashups/order.py,1
frameworks/hadoop-0.20.2/src/contrib/capacity-scheduler/src/test/org/apache/hadoop/mapred/TestCapacityScheduler.java,1
{src/third_party/libprocess/third_party => third_party}/boost-1.37.0/boost/variant/visitor_ptr.hpp,1
src/tests/{sample_frameworks_test.cpp => sample_frameworks_tests.cpp},1
src/third_party/libprocess/third_party/boost-1.37.0/boost/mpl/map/aux_/preprocessed/no_ctps/map50.hpp,1
third_party/zookeeper-3.3.1/src/java/test/org/apache/zookeeper/test/ChrootClientTest.java,1
{src => third_party/libprocess}/third_party/boost-1.37.0/boost/mpl/map/aux_/preprocessed/typeof_based/map30.hpp,1
{src/third_party/libprocess/third_party => third_party}/boost-1.37.0/boost/variant/variant.hpp,1
src/third_party/boost-1.37.0/boost/preprocessor/detail/is_unary.hpp,1
third_party/{boto-1.9b => boto-2.0b2}/boto/rds/dbinstance.py,1
{src => third_party/libprocess}/third_party/boost-1.37.0/boost/mpl/list/aux_/preprocessed/plain/list10_c.hpp,1
src/third_party/boost-1.37.0/boost/preprocessor/list/transform.hpp,1
frameworks/{hadoop-0.20.0 => hadoop-0.20.2}/src/native/acinclude.m4,1
{src => third_party/libprocess}/third_party/boost-1.37.0/boost/mpl/list/aux_/preprocessed/plain/list50_c.hpp,1
third_party/gmock-1.5.0/gtest/test/gtest-linked_ptr_test.cc,1
src/{ => slave}/slave.cpp,1
frameworks/{hadoop-0.20.0 => hadoop-0.20.2/experiment-scripts}/stop-jts.sh,1
frameworks/hadoop-0.20.0/src/test/org/apache/hadoop/io/retry/UnreliableInterface.java,1
frameworks/{hadoop-0.20.0 => hadoop-0.20.2}/src/contrib/eclipse-plugin/resources/Elephant2-32x32.png,1
third_party/libprocess/{ => third_party/stout}/include/stout/protobuf.hpp,1
src/third_party/{zookeeper-3.2.2 => zookeeper-3.3.0}/docs/api/org/apache/zookeeper/KeeperException.SessionMovedException.html,1
src/third_party/{zookeeper-3.2.2 => zookeeper-3.3.0}/src/contrib/bookkeeper/src/java/org/apache/bookkeeper/proto/ServerStats.java,1
{src/ec2/deploy.solaris/root/mesos-ec2/hadoop-framework-conf => ec2/deploy.solaris/root/hadoop-0.20.0/conf}/hadoop-env.sh,1
src/third_party/boost-1.37.0/boost/detail/is_mem_fun_pointer_impl.hpp,1
src/third_party/libprocess/third_party/boost-1.37.0/boost/mpl/vector/aux_/preprocessed/no_ctps/vector20_c.hpp,1
{src/third_party/libprocess/third_party => third_party}/boost-1.37.0/boost/mpl/map/aux_/erase_key_impl.hpp,1
src/third_party/{zookeeper-3.3.0/recipes/queue => zookeeper-3.3.1/src/recipes/lock}/src/c/aminclude.am,1
src/third_party/gtest-1.4.0-patched/include/gtest/internal/gtest-param-util-generated.h.pump,1
ec2/{deploy.amazon64 => deploy.amazon64-old}/root/mesos-ec2/start-mesos,1
{src => third_party/libprocess}/third_party/boost-1.37.0/boost/preprocessor/tuple/reverse.hpp,1
src/third_party/zookeeper-3.3.0/zookeeper-3.3.0.jar,1
third_party/boto-2.0b2/bin/taskadmin,1
frameworks/{hadoop-0.20.0 => hadoop-0.20.2}/src/hdfs/org/apache/hadoop/hdfs/server/protocol/DatanodeCommand.java,1
src/third_party/{zookeeper-3.2.2 => zookeeper-3.3.0}/docs/jdiff/changes/methods_index_changes.html,1
src/third_party/libprocess/third_party/boost-1.37.0/boost/mpl/aux_/preprocessed/plain/list_c.hpp,1
src/third_party/gtest-1.4.0-patched/test/gtest_xml_outfiles_test.py,1
{src/third_party/libprocess/third_party => third_party}/boost-1.37.0/boost/detail/named_template_params.hpp,1
src/slave/containerizer/{ => mesos}/launcher.cpp,1
third_party/zookeeper-3.3.1/src/contrib/bookkeeper/src/java/org/apache/bookkeeper/client/LedgerCreateOp.java,1
third_party/libprocess/third_party/boost-1.37.0/boost/type_traits/detail/is_function_ptr_tester.hpp,1
{src/third_party => third_party}/zookeeper-3.3.1/docs/api/org/apache/zookeeper/server/quorum/package-tree.html,1
frameworks/hadoop-0.20.2/src/mapred/org/apache/hadoop/mapred/JobInProgressListener.java,1
{src/third_party/libprocess/third_party => third_party}/boost-1.37.0/boost/mpl/copy_if.hpp,1
{src/third_party/boost-1.37.0/boost => third_party/libprocess/third_party/boost-1.37.0/boost/type_traits}/remove_volatile.hpp,1
frameworks/hadoop-0.20.2/src/contrib/thriftfs/README,1
frameworks/{hadoop-0.20.0/src/contrib/data_join => hadoop-0.20.2/src/contrib/mesos}/ivy/libraries.properties,1
third_party/zookeeper-3.3.1/contrib/ZooInspector/src/java/org/apache/zookeeper/inspector/manager/ZooInspectorNodeTreeManager.java,1
src/third_party/boost-1.37.0/boost/variant/detail/make_variant_list.hpp,1
src/third_party/{zookeeper-3.2.2/src/lastRevision.sh => zookeeper-3.3.0/src/contrib/zkfuse/src/log4cxx.properties},1
third_party/libprocess/third_party/boost-1.37.0/boost/mpl/list.hpp,1
frameworks/hadoop-0.20.2/src/contrib/eclipse-plugin/resources/spitesmall.gif,1
third_party/{gtest-1.5.0 => gmock-1.5.0/gtest}/test/gtest_shuffle_test_.cc,1
frameworks/hadoop-0.20.0/src/contrib/vaidya/src/java/org/apache/hadoop/vaidya/postexdiagnosis/tests/BalancedReducePartitioning.java,1
src/third_party/{zookeeper-3.3.0 => zookeeper-3.3.1}/docs/api/org/apache/zookeeper/KeeperException.BadVersionException.html,1
src/third_party/libprocess/third_party/boost-1.37.0/boost/mpl/aux_/preprocessed/mwcw/bitand.hpp,1
src/third_party/boost-1.37.0/boost/mpl/aux_/preprocessed/dmc/or.hpp,1
hadoop/{mapred-site.xml.patch => README.md},1
frameworks/hadoop-0.20.0/src/core/org/apache/hadoop/util/bloom/HashFunction.java,1
frameworks/hadoop-0.20.2/src/contrib/fuse-dfs/src/fuse_stat_struct.h,1
src/third_party/boost-1.37.0/boost/mpl/aux_/preprocessed/no_ttp/deque.hpp,1
src/third_party/libprocess/third_party/boost-1.37.0/boost/mpl/aux_/preprocessed/bcc_pre590/bind_fwd.hpp,1
third_party/zookeeper-3.3.1/src/java/generated/org/apache/zookeeper/proto/WatcherEvent.java,1
third_party/gmock-1.5.0/gtest/samples/sample2.h,1
frameworks/hadoop-0.20.0/src/test/org/apache/hadoop/cli/clitest_data/data15bytes,1
{src => third_party/libprocess}/third_party/boost-1.37.0/boost/config/compiler/common_edg.hpp,1
frameworks/{hadoop-0.20.0 => hadoop-0.20.2}/src/mapred/org/apache/hadoop/mapred/JobQueueInfo.java,1
{src/third_party/libprocess/third_party => third_party}/boost-1.37.0/boost/mpl/vector/aux_/pop_front.hpp,1
src/third_party/{glog-0.3.0 => glog-0.3.1}/src/utilities.cc,1
third_party/zookeeper-3.3.1/docs/api/org/apache/zookeeper/data/StatPersistedV1.html,1
third_party/libprocess/third_party/boost-1.37.0/boost/mpl/vector/aux_/numbered.hpp,1
{src/third_party/zookeeper-3.3.1/contrib/ZooInspector => third_party/zookeeper-3.3.1/src/contrib/zooinspector}/icons/info_obj.gif,1
frameworks/hadoop-0.20.0/bin/hadoop-daemons.sh,1
src/third_party/boost-1.37.0/boost/detail/sp_counted_base_cw_ppc.hpp,1
third_party/boost-1.37.0/boost/type_with_alignment.hpp,1
src/third_party/zookeeper-3.3.0/src/contrib/zooinspector/src/java/org/apache/zookeeper/inspector/manager/ZooInspectorManager.java,1
src/third_party/boost-1.37.0/boost/mpl/filter_view.hpp,1
frameworks/hadoop-0.20.0/src/contrib/hod/hodlib/GridServices/service.py,1
src/third_party/{zookeeper-3.3.0 => zookeeper-3.3.1}/src/c/tests/ThreadingUtil.cc,1
src/third_party/{zookeeper-3.3.0 => zookeeper-3.3.1}/src/java/test/org/apache/zookeeper/test/KeeperStateTest.java,1
src/authorizer/{ => local}/authorizer.hpp,1
{src/third_party => third_party}/glog-0.3.1/compile,1
third_party/{boto-1.8d/boto/ec2/zone.py => boto-1.9b/boto/vpc/subnet.py},1
third_party/boost-1.37.0/boost/mpl/aux_/iter_fold_if_impl.hpp,1
{third_party => 3rdparty}/libprocess/include/process/event.hpp,1
{src/third_party/libprocess/third_party => third_party}/boost-1.37.0/boost/detail/spinlock_gcc_arm.hpp,1
{src => third_party/libprocess}/third_party/boost-1.37.0/boost/cstdint.hpp,1
third_party/zookeeper-3.3.1/src/java/main/org/apache/zookeeper/server/quorum/ServerBean.java,1
third_party/boost-1.37.0/boost/mpl/aux_/preprocessed/dmc/shift_right.hpp,1
third_party/boost-1.37.0/boost/mpl/vector/aux_/back.hpp,1
{src/third_party/libprocess/third_party => third_party}/boost-1.37.0/boost/mpl/aux_/preprocessed/msvc60/divides.hpp,1
src/third_party/zookeeper-3.3.0/bin/zkServer.cmd,1
third_party/libprocess/third_party/boost-1.37.0/boost/detail/false_result.hpp,1
src/third_party/zookeeper-3.2.2/src/docs/forrest.properties,1
{src => third_party/libprocess}/third_party/boost-1.37.0/boost/mpl/aux_/advance_backward.hpp,1
frameworks/hadoop-0.20.0/src/contrib/index/src/java/org/apache/hadoop/contrib/index/lucene/MixedDeletionPolicy.java,1
src/third_party/libprocess/third_party/boost-1.37.0/boost/mpl/aux_/preprocessed/bcc/bitor.hpp,1
{src/third_party => third_party}/libprocess/install-sh,1
src/third_party/{zookeeper-3.2.2/docs/jdiff/changes/org.apache.zookeeper.ZooKeeper.html => zookeeper-3.3.0/docs/jdiff/changes/org.apache.zookeeper.KeeperException.InvalidACLException.html},1
frameworks/{hadoop-0.20.0 => hadoop-0.20.2}/src/core/org/apache/hadoop/record/BinaryRecordInput.java,1
src/third_party/{zookeeper-3.3.0 => zookeeper-3.3.1}/src/c/aclocal.m4,1
src/third_party/libprocess/third_party/boost-1.37.0/boost/preprocessor/repetition/repeat_from_to.hpp,1
third_party/{boto-1.9b => boto-2.0b2}/boto/manage/task.py,1
src/third_party/boost-1.37.0/boost/detail/lightweight_test.hpp,1
third_party/boost-1.37.0/boost/config/suffix.hpp,1
src/third_party/boost-1.37.0/boost/detail/sp_counted_base_pt.hpp,1
{src/third_party/boost-1.37.0/boost/mpl/aux_/preprocessed/no_ctps => third_party/libprocess/third_party/boost-1.37.0/boost/mpl/aux_/preprocessed/msvc70}/iter_fold_impl.hpp,1
src/third_party/{zookeeper-3.3.0 => zookeeper-3.3.1}/src/java/main/org/apache/jute/CsvInputArchive.java,1
third_party/libprocess/third_party/boost-1.37.0/boost/mpl/aux_/preprocessed/dmc/arg.hpp,1
src/third_party/libprocess/third_party/boost-1.37.0/boost/detail/sp_counted_impl.hpp,1
{src/third_party => third_party}/boto-1.8d/boto/pyami/installers/ubuntu/apache.py,1
frameworks/hadoop-0.20.2/src/test/org/apache/hadoop/mapred/pipes/WordCountInputFormat.java,1
src/python/interface/src/mesos/v1/interface/__init__.py,1
frameworks/{hadoop-0.20.0 => hadoop-0.20.2}/lib/jsp-2.1/jsp-2.1.jar,1
third_party/boto-1.9b/boto/pyami/installers/__init__.py,1
frameworks/hadoop-0.20.0/src/webapps/hdfs/nn_browsedfscontent.jsp,1
frameworks/hadoop-0.20.2/src/test/org/apache/hadoop/mapred/ThreadedMapBenchmark.java,1
src/third_party/zookeeper-3.2.2/docs/skin/prototype.js,1
third_party/libprocess/third_party/stout/configure.ac,1
src/third_party/zookeeper-3.2.2/src/java/main/org/apache/zookeeper/server/PrepRequestProcessor.java,1
src/third_party/zookeeper-3.2.2/src/docs/src/documentation/content/xdocs/index.xml,1
{src/third_party => third_party}/zookeeper-3.3.1/src/c/src/hashtable/hashtable_itr.c,1
frameworks/hadoop-0.20.2/src/core/org/apache/hadoop/security/authorize/AuthorizationException.java,1
third_party/libprocess/third_party/boost-1.37.0/boost/preprocessor/iteration/detail/iter/forward1.hpp,1
src/third_party/{zookeeper-3.3.0 => zookeeper-3.3.1}/src/java/main/org/apache/zookeeper/server/quorum/QuorumCnxManager.java,1
src/third_party/libprocess/third_party/boost-1.37.0/boost/type_traits/has_trivial_destructor.hpp,1
{src/third_party/libprocess/third_party/boost-1.37.0/boost/mpl/aux_/preprocessed/msvc60 => third_party/boost-1.37.0/boost/mpl/aux_/preprocessed/no_ctps}/and.hpp,1
frameworks/hadoop-0.20.0/src/docs/src/documentation/content/xdocs/hdfs_shell.xml,1
{src/third_party/boost-1.37.0/boost/mpl/aux_/preprocessed/bcc551 => third_party/libprocess/third_party/boost-1.37.0/boost/mpl/aux_/preprocessed/no_ttp}/lambda_no_ctps.hpp,1
frameworks/{hadoop-0.20.0 => hadoop-0.20.2}/src/mapred/org/apache/hadoop/mapred/pipes/Application.java,1
frameworks/{hadoop-0.20.0 => hadoop-0.20.2}/src/contrib/data_join/src/java/org/apache/hadoop/contrib/utils/join/ResetableIterator.java,1
site/Gemfile.lock,1
frameworks/hadoop-0.20.2/src/docs/cn/src/documentation/content/xdocs/mapred_tutorial.xml,1
{src/third_party/boto-1.8d/boto/mturk => third_party/boto-1.8d/boto/services}/__init__.py,1
src/third_party/boost-1.37.0/boost/detail/reference_content.hpp,1
frameworks/hadoop-0.20.2/src/core/org/apache/hadoop/security/authorize/ConfiguredPolicy.java,1
{src/third_party => third_party}/zookeeper-3.3.1/docs/jdiff/user_comments_for_zookeeper_3.1.1_to_zookeeper_3.3.1.xml,1
src/third_party/{zookeeper-3.3.0 => zookeeper-3.3.1}/docs/skin/images/info.png,1
src/third_party/libprocess/third_party/boost-1.37.0/boost/remove_volatile.hpp,1
src/third_party/boost-1.37.0/boost/detail/sp_counted_base_sync.hpp,1
{src => third_party/libprocess}/third_party/boost-1.37.0/boost/config/abi/borland_prefix.hpp,1
frameworks/hadoop-0.20.0/src/contrib/eclipse-plugin/resources/spitesmall.gif,1
docs/{Mesos-Presentations.md => mesos-presentations.md},1
third_party/boto-2.0b2/boto/sdb/db/manager/xmlmanager.py,1
third_party/libprocess/third_party/boost-1.37.0/boost/mpl/map/aux_/begin_end_impl.hpp,1
{src => third_party/libprocess}/third_party/boost-1.37.0/boost/preprocessor/seq/enum.hpp,1
third_party/libprocess/third_party/boost-1.37.0/boost/mpl/for_each.hpp,1
frameworks/hadoop-0.20.2/src/core/org/apache/hadoop/io/compress/CompressionCodecFactory.java,1
src/third_party/zookeeper-3.2.2/src/c/LICENSE,1
frameworks/hadoop-0.20.0/src/native/acinclude.m4,1
{src => third_party/libprocess}/third_party/boost-1.37.0/boost/iterator/is_lvalue_iterator.hpp,1
{src/third_party/libprocess/third_party/boost-1.37.0/boost/mpl/aux_/preprocessed/bcc => third_party/boost-1.37.0/boost/mpl/aux_/preprocessed/bcc_pre590}/bind.hpp,1
