entity,added,deleted,commits
frameworks/hadoop-0.20.0/src/native/acinclude.m4,26,0,1
frameworks/hadoop-0.20.0/src/contrib/hod/hodlib/Common/nodepoolutil.py,26,0,1
docs/endpoints/master/maintenance/status.md,26,2,5
src/third_party/boost-1.37.0/boost/mpl/aux_/config/pp_counter.hpp,26,0,1
src/third_party/libprocess/third_party/boost-1.37.0/boost/config/platform/beos.hpp,26,0,1
src/third_party/boost-1.37.0/boost/mpl/sequence_tag_fwd.hpp,26,0,1
src/logging.hpp,26,3,3
src/third_party/libprocess/README,26,0,1
src/third_party/glog-0.3.0/README.windows,26,0,1
frameworks/hadoop-0.20.0/bin/stop-balancer.sh,26,0,1
third_party/{boto-1.8d => boto-1.9b}/boto/pyami/config.py,26,2,1
src/third_party/boost-1.37.0/boost/type_traits/detail/yes_no_type.hpp,26,0,1
src/third_party/zookeeper-3.2.2/src/java/main/org/apache/zookeeper/server/quorum/Election.java,26,0,1
include/nexus_types.h,26,5,5
docs/ec2-scripts.md,26,85,2
src/third_party/{zookeeper-3.2.2 => zookeeper-3.3.0}/src/java/main/org/apache/zookeeper/server/ZooKeeperServerMXBean.java,26,2,1
src/webui/bottle-0.8.3/test/testall.py,26,26,2
src/third_party/boost-1.37.0/boost/mpl/integral_c_tag.hpp,26,0,1
src/third_party/boost-1.37.0/boost/config/platform/beos.hpp,26,0,1
frameworks/hadoop-0.20.0/src/c++/librecordio/test/test.hh,26,0,1
src/third_party/{zookeeper-3.2.2 => zookeeper-3.3.0}/docs/api/org/apache/zookeeper/class-use/Watcher.html,26,5,1
src/third_party/boost-1.37.0/boost/mpl/void_fwd.hpp,26,0,1
src/python/native/src/mesos/native/proxy_scheduler.cpp,26,28,2
src/third_party/boost-1.37.0/boost/detail/yes_no_type.hpp,26,0,1
src/third_party/libprocess/third_party/boost-1.37.0/boost/type_traits/detail/yes_no_type.hpp,26,0,1
frameworks/hadoop-0.20.0/src/contrib/fairscheduler/src/java/org/apache/hadoop/mapred/TaskType.java,26,0,1
3rdparty/libprocess/3rdparty/stout/include/stout/os/rmdir.hpp,26,0,1
3rdparty/libprocess/3rdparty/stout/include/stout/os/su.hpp,26,0,1
src/third_party/libprocess/third_party/boost-1.37.0/boost/mpl/integral_c_tag.hpp,26,0,1
frameworks/hadoop-0.20.0/src/benchmarks/gridmix/maxent/maxent.large,26,0,1
src/slave/containerizer/provisioner/provisioner.hpp,26,11,3
src/third_party/boost-1.37.0/boost/mpl/aux_/config/msvc_typename.hpp,26,0,1
src/third_party/libprocess/third_party/boost-1.37.0/boost/mpl/aux_/config/pp_counter.hpp,26,0,1
3rdparty/libprocess/3rdparty/stout/include/stout/os/chroot.hpp,26,0,1
src/slave/containerizer/provisioner/docker/{store.hpp => puller.hpp},26,16,1
third_party/leveldb/table/merger.h,26,26,2
src/master_webui.hpp,26,7,6
third_party/{boto-1.9b/boto/s3/prefix.py => boto-2.0b2/boto/s3/deletemarker.py},26,5,1
docs/Running-a-Second-Instance-of-Hadoop-(Snow-Leopard).md,26,26,2
src/third_party/libprocess/third_party/boost-1.37.0/boost/mpl/sequence_tag_fwd.hpp,26,0,1
src/third_party/libprocess/third_party/boost-1.37.0/boost/mpl/aux_/config/msvc_typename.hpp,26,0,1
src/deploy/stop-slaves,26,26,4
docs/endpoints/version.md,26,0,3
src/third_party/boost-1.37.0/boost/preprocessor/iteration/local.hpp,26,0,1
src/third_party/libprocess/third_party/boost-1.37.0/boost/preprocessor/iteration/local.hpp,26,0,1
third_party/leveldb/db/db_iter.h,26,26,2
src/tests/test_framework_test.sh,26,6,9
ec2/deploy.amazon64/root/mesos-ec2/start-hypertable,26,26,3
src/third_party/{zookeeper-3.2.2 => zookeeper-3.3.0}/src/java/main/org/apache/zookeeper/server/quorum/AuthFastLeaderElection.java,26,15,1
frameworks/hadoop-0.20.0/src/contrib/fuse-dfs/src/fuse_impls_mknod.c,26,0,1
third_party/libprocess/third_party/stout/include/stout/flags/flag.hpp,26,0,1
src/third_party/boost-1.37.0/boost/mpl/contains_fwd.hpp,25,0,1
ec2/deploy.lucid64/root/mesos-ec2/mesos-daemon,25,58,7
src/third_party/libprocess/third_party/boost-1.37.0/boost/mpl/aux_/config/static_constant.hpp,25,0,1
src/third_party/boost-1.37.0/boost/mpl/size_t.hpp,25,0,1
frameworks/torque/test_date_sleep_date_2node.qsub,25,25,3
src/third_party/libprocess/third_party/boost-1.37.0/boost/mpl/arithmetic.hpp,25,0,1
src/third_party/boost-1.37.0/boost/mpl/order_fwd.hpp,25,0,1
frameworks/hadoop-0.20.0/src/mapred/org/apache/hadoop/mapreduce/StatusReporter.java,25,0,1
src/third_party/boost-1.37.0/boost/preprocessor/arithmetic.hpp,25,0,1
docs/Running-a-web-application-farm-on-mesos.textile,25,4,2
src/third_party/boost-1.37.0/boost/type_traits/has_nothrow_destructor.hpp,25,0,1
src/third_party/zookeeper-3.3.0/bin/zkServer.cmd,25,0,1
src/third_party/boost-1.37.0/boost/mpl/aux_/test/data.hpp,25,0,1
src/third_party/libprocess/third_party/boost-1.37.0/boost/mpl/key_type_fwd.hpp,25,0,1
src/third_party/libprocess/third_party/boost-1.37.0/boost/mpl/order_fwd.hpp,25,0,1
frameworks/hadoop-0.20.0/src/contrib/vaidya/src/java/org/apache/hadoop/vaidya/statistics/job/ReduceTaskStatistics.java,25,0,1
src/third_party/boost-1.37.0/boost/iterator/detail/config_undef.hpp,25,0,1
src/third_party/libprocess/third_party/boost-1.37.0/boost/preprocessor/arithmetic.hpp,25,0,1
frameworks/hadoop-0.20.0/src/contrib/vaidya/src/java/org/apache/hadoop/vaidya/statistics/job/MapTaskStatistics.java,25,0,1
site/source/blog/feed.xml.erb,25,0,1
src/third_party/boost-1.37.0/boost/has_virtual_destructor.hpp,25,0,1
ec2/deploy.amazon64-new/root/mesos-ec2/start-hypertable,25,0,1
src/third_party/zookeeper-3.2.2/src/contrib/zkperl/build/check_zk_version.c,25,0,1
src/slave/containerizer/mesos/isolators/posix/disk.hpp,25,23,7
src/tests/external/SampleFrameworks/JavaFramework.sh,25,4,5
frameworks/hadoop-0.20.0/bin/start-balancer.sh,25,0,1
src/third_party/libprocess/third_party/boost-1.37.0/boost/mpl/aux_/lambda_arity_param.hpp,25,0,1
frameworks/hadoop-0.20.0/src/mapred/org/apache/hadoop/mapred/lib/package.html,25,0,1
3rdparty/libprocess/examples/example.cpp,25,13,2
3rdparty/libprocess/include/process/gc.hpp,25,13,2
third_party/libprocess/third_party/stout/tests/hashset_tests.cpp,25,0,1
frameworks/hadoop-0.20.0/src/mapred/org/apache/hadoop/mapred/jobcontrol/package.html,25,0,1
frameworks/{hadoop-0.20.0 => hadoop-0.20.2}/src/test/org/apache/hadoop/mapred/lib/TestKeyFieldBasedComparator.java,25,4,1
src/tests/sample_frameworks_tests.cpp,25,12,4
src/third_party/libprocess/third_party/boost-1.37.0/boost/type_traits/has_nothrow_destructor.hpp,25,0,1
frameworks/hadoop-0.20.2/src/contrib/mesos/src/java/org/apache/hadoop/mapred/MesosJobTrackerInstrumentation.java,25,25,2
src/common/{status_utils.hpp => thread.cpp},25,22,1
src/third_party/libprocess/third_party/boost-1.37.0/boost/mpl/aux_/test/data.hpp,25,0,1
site/source/blog/2013-11-12-mesos-0-14-2-released.md,25,0,1
include/mesos/master/quota.hpp,25,0,1
src/third_party/libprocess/third_party/boost-1.37.0/boost/config/abi_prefix.hpp,25,0,1
src/uri/fetchers/{curl.hpp => hadoop.hpp},25,7,1
src/third_party/libprocess/third_party/boost-1.37.0/boost/type_traits/has_virtual_destructor.hpp,25,0,1
src/third_party/boost-1.37.0/boost/config/abi_prefix.hpp,25,0,1
src/third_party/boost-1.37.0/boost/mpl/arithmetic.hpp,25,0,1
src/third_party/libprocess/third_party/boost-1.37.0/boost/iterator/detail/config_undef.hpp,25,0,1
src/third_party/boost-1.37.0/boost/mpl/has_key_fwd.hpp,25,0,1
src/third_party/boost-1.37.0/boost/type_traits/has_virtual_destructor.hpp,25,0,1
cmake/Common.cmake,25,0,1
src/third_party/boost-1.37.0/boost/mpl/value_type_fwd.hpp,25,0,1
src/third_party/libprocess/third_party/boost-1.37.0/boost/mpl/value_type_fwd.hpp,25,0,1
src/third_party/libprocess/third_party/boost-1.37.0/boost/mpl/has_key_fwd.hpp,25,0,1
3rdparty/libprocess/include/process/message.hpp,25,13,2
docs/endpoints/master/maintenance/schedule.md,25,2,6
third_party/libprocess/include/process/filter.hpp,25,1,2
third_party/{boto-1.9b/boto/sdb/regioninfo.py => boto-2.0b2/bin/pyami_sendmail},25,18,1
m4/python.m4.patch,25,0,1
src/slave/containerizer/mesos/isolators/namespaces/pid.cpp,25,28,4
frameworks/hadoop-0.20.0/src/contrib/eclipse-plugin/resources/SetHadoopPath.xml,25,0,1
third_party/libprocess/src/tests/main.cpp,25,0,3
src/third_party/boost-1.37.0/boost/mpl/aux_/config/static_constant.hpp,25,0,1
src/third_party/zookeeper-3.2.2/contrib/zkperl/build/check_zk_version.c,25,0,1
frameworks/hadoop-0.20.0/src/contrib/failmon/conf/commons-logging.properties,25,0,1
src/third_party/{zookeeper-3.2.2 => zookeeper-3.3.0}/docs/api/org/apache/zookeeper/class-use/KeeperException.html,25,5,1
src/third_party/{zookeeper-3.2.2 => zookeeper-3.3.0/src/recipes/lock}/src/c/tests/zkServer.sh,25,23,1
src/third_party/{gtest-1.4.0-patched => gtest-1.5.0}/samples/sample3-inl.h,25,25,1
frameworks/hadoop-0.20.0/src/examples/python/pyAbacus/compile,25,0,1
src/third_party/libprocess/third_party/boost-1.37.0/boost/preprocessor/slot/counter.hpp,25,0,1
src/isolation_module_factory.cpp,25,5,4
src/third_party/libprocess/third_party/boost-1.37.0/boost/mpl/contains_fwd.hpp,25,0,1
src/third_party/{zookeeper-3.2.2 => zookeeper-3.3.0}/src/java/systest/org/apache/zookeeper/test/system/InstanceManager.java,25,0,1
src/third_party/libprocess/third_party/boost-1.37.0/boost/preprocessor/repetition/enum_params_with_a_default.hpp,25,0,1
src/tests/external/SampleFrameworks/PythonFramework.sh,25,4,6
src/third_party/{zookeeper-3.3.0 => zookeeper-3.3.1}/src/c/configure.ac,25,1,1
frameworks/hadoop-0.20.0/src/test/testjar/CustomOutputCommitter.java,25,0,1
src/third_party/boost-1.37.0/boost/preprocessor/repetition/enum_params_with_a_default.hpp,25,0,1
src/third_party/boost-1.37.0/boost/preprocessor/slot/counter.hpp,25,0,1
src/third_party/glog-0.3.0/m4/stl_namespace.m4,25,0,1
ec2/deploy.centos64/root/mesos-ec2/start-hypertable,25,25,3
src/third_party/libprocess/third_party/boost-1.37.0/boost/has_virtual_destructor.hpp,25,0,1
src/third_party/boost-1.37.0/boost/mpl/key_type_fwd.hpp,25,0,1
src/third_party/libprocess/third_party/boost-1.37.0/boost/has_nothrow_destructor.hpp,25,0,1
src/third_party/libprocess/third_party/boost-1.37.0/boost/mpl/size_t.hpp,25,0,1
site/source/blog/2015-08-05-mesoscon-goes-europe.md,25,0,1
src/third_party/boost-1.37.0/boost/has_nothrow_destructor.hpp,25,0,1
frameworks/{hadoop-0.20.0 => hadoop-0.20.2}/build.xml,25,6,1
src/third_party/boost-1.37.0/boost/mpl/aux_/lambda_arity_param.hpp,25,0,1
docs/endpoints/master/machine/up.md,24,2,5
third_party/{boto-1.8d/boto/ec2/cloudwatch/datapoint.py => boto-1.9b/boto/cloudfront/object.py},24,13,1
src/third_party/libprocess/third_party/boost-1.37.0/boost/mpl/pop_front_fwd.hpp,24,0,1
src/third_party/libprocess/third_party/boost-1.37.0/boost/mpl/map/aux_/tag.hpp,24,0,1
src/third_party/libprocess/third_party/boost-1.37.0/boost/mpl/clear_fwd.hpp,24,0,1
src/third_party/boost-1.37.0/boost/mpl/erase_key_fwd.hpp,24,0,1
src/third_party/libprocess/third_party/boost-1.37.0/boost/mpl/O1_size_fwd.hpp,24,0,1
site/source/blog/2014-06-11-mesoscon-2014-program-announced.md,24,0,1
src/third_party/libprocess/third_party/boost-1.37.0/boost/cv_traits.hpp,24,0,1
src/slave/containerizer/mesos/isolators/cgroups/cpushare.cpp,24,27,5
src/third_party/libprocess/third_party/boost-1.37.0/boost/mpl/at_fwd.hpp,24,0,1
src/third_party/libprocess/third_party/boost-1.37.0/boost/mpl/set/aux_/tag.hpp,24,0,1
src/third_party/libprocess/third_party/boost-1.37.0/boost/type_traits/cv_traits.hpp,24,0,1
src/third_party/boost-1.37.0/boost/mpl/pop_front_fwd.hpp,24,0,1
src/third_party/boost-1.37.0/boost/mpl/clear_fwd.hpp,24,0,1
src/third_party/boost-1.37.0/boost/cv_traits.hpp,24,0,1
src/third_party/boost-1.37.0/boost/preprocessor/repetition/enum_params_with_defaults.hpp,24,0,1
src/third_party/libprocess/third_party/boost-1.37.0/boost/mpl/pop_back_fwd.hpp,24,0,1
src/third_party/libprocess/third_party/boost-1.37.0/boost/call_traits.hpp,24,0,1
src/third_party/boost-1.37.0/boost/mpl/comparison.hpp,24,0,1
src/master/{constants.cpp => allocator/allocator.cpp},24,21,1
frameworks/hadoop-0.20.0/src/c++/libhdfs/tests/conf/core-site.xml,24,0,1
src/third_party/libprocess/third_party/boost-1.37.0/boost/mpl/aux_/range_c/tag.hpp,24,0,1
src/third_party/boost-1.37.0/boost/mpl/front_fwd.hpp,24,0,1
src/event_history/event_logger.cpp,24,144,3
src/third_party/boost-1.37.0/boost/mpl/size_fwd.hpp,24,0,1
src/third_party/boost-1.37.0/boost/mpl/count_fwd.hpp,24,0,1
src/third_party/boost-1.37.0/boost/mpl/insert_fwd.hpp,24,0,1
src/third_party/boost-1.37.0/boost/mpl/push_back_fwd.hpp,24,0,1
src/third_party/libprocess/third_party/boost-1.37.0/boost/mpl/front_fwd.hpp,24,0,1
src/third_party/libprocess/third_party/boost-1.37.0/boost/mpl/empty_fwd.hpp,24,0,1
frameworks/hadoop-0.20.0/src/ant/org/apache/hadoop/ant/condition/DfsZeroLen.java,24,0,1
src/third_party/boost-1.37.0/boost/mpl/empty_fwd.hpp,24,0,1
src/third_party/boost-1.37.0/boost/mpl/list/aux_/tag.hpp,24,0,1
ec2/deploy.centos64/root/mesos-ec2/redeploy-mesos,24,24,2
site/source/assets/css/font-awesome.min.css,24,0,1
include/mesos/quota/quota.hpp,24,18,3
frameworks/hadoop-0.20.0/src/contrib/thriftfs/lib/Thrift.LICENSE,24,0,1
src/third_party/boost-1.37.0/boost/mpl/map/aux_/tag.hpp,24,0,1
src/slave/containerizer/mesos/provisioner/docker/message.proto,24,88,5
src/third_party/libprocess/third_party/boost-1.37.0/boost/mpl/insert_range_fwd.hpp,24,0,1
frameworks/{hadoop-0.20.0 => hadoop-0.20.2}/src/test/org/apache/hadoop/mapred/MiniMRCluster.java,24,3,1
frameworks/hadoop-0.20.0/src/core/org/apache/hadoop/io/Closeable.java,24,0,1
src/third_party/zookeeper-3.2.2/conf/configuration.xsl,24,0,1
frameworks/hadoop-0.20.0/src/ant/org/apache/hadoop/ant/condition/DfsIsDir.java,24,0,1
frameworks/hadoop-0.20.0/src/examples/pipes/conf/word-part.xml,24,0,1
3rdparty/libprocess/3rdparty/stout/include/stout/tests/utils.hpp,24,19,5
src/{slave/containerizer/mesos/provisioner => }/docker/spec.hpp,24,25,1
src/third_party/boost-1.37.0/boost/call_traits.hpp,24,0,1
3rdparty/libprocess/src/{authentication_router.cpp => authenticator_manager.cpp},24,84,1
src/third_party/libprocess/third_party/boost-1.37.0/boost/mpl/list/aux_/tag.hpp,24,0,1
src/third_party/libprocess/third_party/boost-1.37.0/boost/mpl/push_front_fwd.hpp,24,0,1
src/third_party/zookeeper-3.3.0/bin/zkCli.cmd,24,0,1
src/third_party/libprocess/third_party/boost-1.37.0/boost/preprocessor/comparison.hpp,24,0,1
src/third_party/zookeeper-3.2.2/src/java/systest/org/apache/zookeeper/test/system/NoAssignmentException.java,24,0,1
src/third_party/boost-1.37.0/boost/mpl/aux_/range_c/tag.hpp,24,0,1
src/third_party/boost-1.37.0/boost/mpl/insert_range_fwd.hpp,24,0,1
third_party/{boto-1.8d/boto/ec2/snapshot.py => boto-1.9b/boto/vpc/vpnconnection.py},24,29,1
src/third_party/boost-1.37.0/boost/type_traits/cv_traits.hpp,24,0,1
src/slave/containerizer/mesos/isolators/filesystem/linux.hpp,24,54,7
src/third_party/libprocess/third_party/boost-1.37.0/boost/mpl/bitwise.hpp,24,0,1
frameworks/hadoop-0.20.0/conf/configuration.xsl,24,0,1
docs/endpoints/master/teardown.md,24,2,5
src/lock.hpp,24,2,2
third_party/libprocess/include/process/promise.hpp,24,198,2
src/third_party/boost-1.37.0/boost/mpl/at_fwd.hpp,24,0,1
src/third_party/boost-1.37.0/boost/mpl/push_front_fwd.hpp,24,0,1
src/java/src/mesos/ExecutorDriver.java,24,0,1
src/third_party/libprocess/third_party/boost-1.37.0/boost/mpl/comparison.hpp,24,0,1
third_party/leveldb/port/win/stdint.h,24,24,2
src/third_party/libprocess/third_party/boost-1.37.0/boost/mpl/back_fwd.hpp,24,0,1
frameworks/hadoop-0.20.0/src/contrib/eclipse-plugin/resources/RunProj.xml,24,0,1
cmake/{MesosConfigure.cmake => CompilationConfigure.cmake},24,49,1
src/third_party/libprocess/third_party/boost-1.37.0/boost/mpl/erase_fwd.hpp,24,0,1
frameworks/hadoop-0.20.0/src/contrib/hdfsproxy/conf/configuration.xsl,24,0,1
src/third_party/libprocess/third_party/boost-1.37.0/boost/mpl/insert_fwd.hpp,24,0,1
src/third_party/boost-1.37.0/boost/preprocessor/comparison.hpp,24,0,1
src/ec2/deploy.karmic64/root/hadoop-0.20.2/conf/core-site.xml,24,1,2
src/slave/resource_estimators/noop.cpp,24,35,4
src/slave/containerizer/mesos/isolators/cgroups/mem.cpp,24,27,5
src/tests/external/SampleFrameworks/CppFramework.sh,24,3,5
frameworks/hadoop-0.20.0/src/ant/org/apache/hadoop/ant/condition/DfsExists.java,24,0,1
docs/endpoints/master/machine/down.md,24,2,5
frameworks/hadoop-0.20.0/src/core/org/apache/hadoop/io/package.html,24,0,1
frameworks/{hadoop-0.20.0 => hadoop-0.20.2}/src/contrib/streaming/src/test/org/apache/hadoop/streaming/TestStreaming.java,24,27,1
src/third_party/boost-1.37.0/boost/mpl/bitwise.hpp,24,0,1
third_party/boto-1.9b/docs/source/ref/index.rst,24,24,2
src/third_party/libprocess/third_party/boost-1.37.0/boost/preprocessor/repetition/enum_params_with_defaults.hpp,24,0,1
src/third_party/boost-1.37.0/boost/mpl/back_fwd.hpp,24,0,1
ec2/deploy.amazon64-new/root/mesos-ec2/redeploy-mesos,24,0,1
ec2/deploy.amazon64/root/mesos-ec2/redeploy-mesos,24,24,2
frameworks/hadoop-0.20.0/src/test/org/apache/hadoop/hdfs/TestFileCreationNamenodeRestart.java,24,0,1
src/third_party/libprocess/third_party/boost-1.37.0/boost/preprocessor/tuple.hpp,24,0,1
frameworks/hadoop-0.20.0/src/mapred/org/apache/hadoop/mapred/TIPStatus.java,24,0,1
src/tests/{base_zookeeper_test.hpp => zookeeper_test.hpp},24,20,1
src/third_party/{glog-0.3.0 => glog-0.3.1}/m4/pc_from_ucontext.m4,24,9,1
src/third_party/boost-1.37.0/boost/preprocessor/tuple.hpp,24,0,1
src/slave/containerizer/mesos/provisioner/docker/metadata_manager.hpp,24,23,2
src/third_party/boost-1.37.0/boost/mpl/set/aux_/tag.hpp,24,0,1
src/third_party/libprocess/third_party/boost-1.37.0/boost/mpl/count_fwd.hpp,24,0,1
src/third_party/libprocess/third_party/boost-1.37.0/boost/mpl/push_back_fwd.hpp,24,0,1
src/third_party/libprocess/third_party/boost-1.37.0/boost/mpl/erase_key_fwd.hpp,24,0,1
src/third_party/boost-1.37.0/boost/mpl/erase_fwd.hpp,24,0,1
src/third_party/libprocess/third_party/boost-1.37.0/boost/mpl/size_fwd.hpp,24,0,1
site/source/assets/css/font-awesome-ie7.min.css,24,0,1
src/third_party/boost-1.37.0/boost/mpl/O1_size_fwd.hpp,24,0,1
src/third_party/boost-1.37.0/boost/mpl/pop_back_fwd.hpp,24,0,1
ec2/deploy.amazon64/root/mesos-ec2/hadoop-framework-conf/core-site.xml,23,23,2
src/third_party/libprocess/todo,23,0,1
src/third_party/zookeeper-3.2.2/docs/skin/CommonMessages_de.xml,23,0,1
src/third_party/zookeeper-3.2.2/src/lastRevision.bat,23,0,1
ec2/deploy.amazon64-new/root/persistent-hdfs/conf/core-site.xml,23,0,1
src/slave/containerizer/provisioner/docker/{message.proto => spec.hpp},23,20,1
src/slave/{process_based_isolation_module.cpp => process_isolator.cpp},23,25,1
third_party/libprocess/third_party/stout/tests/multimap_tests.cpp,23,0,2
src/third_party/libprocess/third_party/boost-1.37.0/boost/utility/detail/in_place_factory_suffix.hpp,23,0,1
frameworks/hadoop-0.20.0/src/contrib/thriftfs/gen-cpp/hadoopfs_constants.h,23,0,1
frameworks/hadoop-0.20.0/src/examples/org/apache/hadoop/examples/package.html,23,0,1
third_party/gmock-1.6.0/gtest/m4/ltversion.m4,23,23,2
src/third_party/boto-1.8d/boto/fps/__init__.py,23,0,1
src/third_party/boost-1.37.0/boost/utility/detail/in_place_factory_suffix.hpp,23,0,1
frameworks/hadoop-0.20.0/src/core/org/apache/hadoop/ipc/package.html,23,0,1
src/third_party/libprocess/third_party/boost-1.37.0/boost/mpl/aux_/preprocessor/range.hpp,23,0,1
src/ec2/deploy.solaris/root/hadoop-0.20.0/conf/core-site.xml,23,0,1
src/third_party/boost-1.37.0/boost/mpl/aux_/has_size.hpp,23,0,1
src/third_party/boto-1.8d/boto/manage/__init__.py,23,0,1
src/third_party/boost-1.37.0/boost/mpl/multiset/aux_/tag.hpp,23,0,1
src/ec2/deploy.lucid64/root/nexus-ec2/hadoop-framework-conf/core-site.xml,23,0,1
src/third_party/boost-1.37.0/boost/mpl/aux_/has_begin.hpp,23,0,1
src/third_party/libprocess/third_party/boost-1.37.0/boost/mpl/aux_/template_arity_fwd.hpp,23,0,1
src/config/config.hpp.in,23,40,5
frameworks/hadoop-0.20.0/src/docs/cn/src/documentation/skins/common/translations/CommonMessages_fr.xml,23,0,1
include/mesos/uri/uri.hpp => src/uri/schemes/file.hpp,23,5,1
src/third_party/boto-1.8d/boto/tests/__init__.py,23,0,1
src/slave/containerizer/mesos/isolators/network/port_mapping.hpp,23,23,8
src/third_party/libprocess/third_party/boost-1.37.0/boost/mpl/aux_/config/gcc.hpp,23,0,1
src/third_party/libprocess/third_party/boost-1.37.0/boost/mpl/bitand.hpp,23,0,1
docs/endpoints/master/state-summary.md,23,2,5
src/third_party/boto-1.8d/boto/mashups/__init__.py,23,0,1
frameworks/hadoop-0.20.0/src/core/org/apache/hadoop/net/package.html,23,0,1
ec2/deploy.amazon64-new/root/ephemeral-hdfs/conf/core-site.xml,23,0,1
src/slave_webui.hpp,23,4,3
src/third_party/zookeeper-3.2.2/docs/jdiff/missingSinces.txt,23,23,2
src/third_party/boost-1.37.0/boost/preprocessor/punctuation/paren.hpp,23,0,1
src/third_party/boost-1.37.0/boost/mpl/bitxor.hpp,23,0,1
src/third_party/libprocess/third_party/boost-1.37.0/boost/mpl/aux_/has_size.hpp,23,0,1
src/third_party/boost-1.37.0/boost/preprocessor/facilities/is_1.hpp,23,0,1
src/third_party/boost-1.37.0/boost/mpl/bitor.hpp,23,0,1
src/third_party/libprocess/third_party/boost-1.37.0/boost/mpl/aux_/has_begin.hpp,23,0,1
frameworks/hadoop-0.20.0/src/c++/libhdfs/m4/ltversion.m4,23,0,1
third_party/protobuf-2.3.0/m4/ltversion.m4,23,23,2
ec2/deploy.amazon64-new/root/mesos-ec2/hadoop-framework-conf/core-site.xml,23,0,1
src/third_party/boto-1.8d/boto/mapreduce/__init__.py,23,0,1
src/third_party/{glog-0.3.0 => glog-0.3.1}/doc/glog.html,23,0,1
src/third_party/zookeeper-3.2.2/docs/skin/CommonMessages_en_US.xml,23,0,1
src/third_party/libprocess/third_party/boost-1.37.0/boost/mpl/aux_/has_tag.hpp,23,0,1
ec2/deploy.centos64/root/persistent-hdfs/conf/core-site.xml,23,23,2
ec2/deploy.amazon64/root/ephemeral-hdfs/conf/core-site.xml,23,23,2
src/third_party/boost-1.37.0/boost/mpl/aux_/template_arity_fwd.hpp,23,0,1
src/third_party/boost-1.37.0/boost/mpl/aux_/preprocessor/range.hpp,23,0,1
frameworks/hadoop-0.20.0/src/core/org/apache/hadoop/fs/package.html,23,0,1
src/third_party/zookeeper-3.2.2/src/contrib/zkperl/MANIFEST,23,0,1
src/ec2/deploy.solaris/root/nexus-ec2/hadoop-framework-conf/core-site.xml,23,0,1
src/third_party/libprocess/third_party/boost-1.37.0/boost/mpl/multiset/aux_/tag.hpp,23,0,1
src/third_party/{zookeeper-3.2.2 => zookeeper-3.3.0}/docs/api/org/apache/zookeeper/ZooDefs.OpCode.html,23,5,1
third_party/libprocess/third_party/gmock-1.6.0/gtest/m4/ltversion.m4,23,23,2
src/third_party/boto-1.8d/boto/sdb/__init__.py,23,0,1
src/third_party/boto-1.8d/boto/services/__init__.py,23,0,1
ec2/deploy.centos64/root/mesos-ec2/hadoop-framework-conf/core-site.xml,23,23,2
ec2/deploy.amazon64/root/persistent-hdfs/conf/core-site.xml,23,23,2
src/deploy/start-masters,23,23,2
src/third_party/zookeeper-3.2.2/contrib/zkperl/MANIFEST,23,0,1
third_party/protobuf-2.4.1/m4/ltversion.m4,23,23,2
ec2/deploy.centos64/root/ephemeral-hdfs/conf/core-site.xml,23,23,2
frameworks/hadoop-0.20.0/src/docs/cn/src/documentation/skins/common/translations/CommonMessages_de.xml,23,0,1
docs/endpoints/master/slaves.md,23,2,5
src/python/native/src/mesos/native/__init__.py,23,5,2
src/third_party/libprocess/swig/ruby/process.i,23,0,1
src/third_party/zookeeper-3.2.2/docs/skin/CommonMessages_fr.xml,23,0,1
src/slave/containerizer/provisioner/docker/store.hpp,23,13,1
docs/endpoints/slave/api/v1/executor.md,23,1,4
src/third_party/{zookeeper-3.2.2/src/java/main/org/apache/zookeeper/server/quorum/FollowerRequestProcessor.java => zookeeper-3.3.0/src/java/main/org/apache/zookeeper/server/quorum/ObserverRequestProcessor.java},23,9,1
src/third_party/libprocess/third_party/boost-1.37.0/boost/mpl/bitxor.hpp,23,0,1
src/flags/flag.hpp,23,23,2
src/third_party/boost-1.37.0/boost/mpl/aux_/has_tag.hpp,23,0,1
src/third_party/libprocess/third_party/boost-1.37.0/boost/preprocessor/facilities/identity.hpp,23,0,1
frameworks/hadoop-0.20.0/src/mapred/org/apache/hadoop/mapred/{NexusScheduler.java => MesosScheduler.java},23,23,1
src/third_party/boost-1.37.0/boost/mpl/aux_/config/gcc.hpp,23,0,1
3rdparty/libprocess/3rdparty/stout/include/stout/os/{close.hpp => windows/fcntl.hpp},23,11,1
src/third_party/glog-0.3.0/packages/deb/control,23,0,1
third_party/boost-1.37.0/boost/random/detail/disable_warnings.hpp,23,23,2
site/source/blog/2015-07-28-register-for-mesoscon-seattle-save.md,23,0,1
frameworks/hadoop-0.20.0/src/docs/cn/src/documentation/skins/common/translations/CommonMessages_es.xml,23,0,1
src/third_party/boost-1.37.0/boost/mpl/aux_/has_type.hpp,23,0,1
src/ec2/deploy.karmic64/root/nexus-ec2/hadoop-framework-conf/core-site.xml,23,0,1
src/third_party/boost-1.37.0/boost/mpl/bitand.hpp,23,0,1
frameworks/hadoop-0.20.0/src/core/org/apache/hadoop/conf/package.html,23,0,1
src/third_party/boost-1.37.0/boost/preprocessor/facilities/identity.hpp,23,0,1
frameworks/hadoop-0.20.0/src/core/org/apache/hadoop/util/package.html,23,0,1
3rdparty/libprocess/3rdparty/stout/include/stout/{ => windows}/dynamiclibrary.hpp,23,17,1
