entity,fractal-value,total-revs
{src/third_party/zookeeper-3.3.1/src => third_party/zookeeper-3.3.1}/recipes/lock/test/org/apache/zookeeper/recipes/lock/WriteLockTest.java,0.0,1
{src/third_party/boost-1.37.0/boost/mpl/aux_/preprocessed/bcc_pre590 => third_party/libprocess/third_party/boost-1.37.0/boost/mpl/aux_/preprocessed/bcc}/bitand.hpp,0.0,1
frameworks/{hadoop-0.20.0 => hadoop-0.20.2}/src/hdfs/org/apache/hadoop/hdfs/server/datanode/BlockReceiver.java,0.0,1
src/third_party/boost-1.37.0/boost/mpl/aux_/preprocessed/msvc60/apply.hpp,0.0,1
src/third_party/{zookeeper-3.3.0/src => zookeeper-3.3.1}/recipes/queue/test/org/apache/zookeeper/recipes/queue/DistributedQueueTest.java,0.0,1
src/third_party/libprocess/third_party/boost-1.37.0/boost/iterator/transform_iterator.hpp,0.0,1
third_party/boost-1.37.0/boost/type_traits/rank.hpp,0.0,1
third_party/boost-1.37.0/boost/detail/binary_search.hpp,0.0,1
frameworks/hadoop-0.20.2/src/core/org/apache/hadoop/metrics/spi/MetricsRecordImpl.java,0.0,1
{src/third_party/libprocess/third_party/boost-1.37.0/boost/type_traits => third_party/boost-1.37.0/boost}/is_void.hpp,0.0,1
{src/third_party => third_party}/zookeeper-3.3.1/docs/api/org/apache/zookeeper/KeeperException.NoAuthException.html,0.0,1
frameworks/{hadoop-0.20.0 => hadoop-0.20.2}/src/test/org/apache/hadoop/mapred/test.tgz,0.0,1
src/third_party/boost-1.37.0/boost/mpl/aux_/config/adl.hpp,0.0,1
src/third_party/{zookeeper-3.3.0 => zookeeper-3.3.1}/src/java/test/data/invalidsnap/version-2/snapshot.83f,0.0,1
src/third_party/libprocess/third_party/boost-1.37.0/boost/mpl/aux_/preprocessed/dmc/unpack_args.hpp,0.0,1
src/third_party/boto-1.8d/boto/mturk/connection.py,0.0,1
ec2/deploy.lucid64/root/mesos-ec2/stop-tasktracker-child,0.0,1
{src/third_party/libprocess/third_party/boost-1.37.0/boost/type_traits => third_party/boost-1.37.0/boost}/remove_reference.hpp,0.0,1
src/third_party/{zookeeper-3.2.2/src => zookeeper-3.3.0}/contrib/zkperl/Makefile.PL,0.0,1
src/third_party/boost-1.37.0/boost/mpl/aux_/preprocessed/bcc_pre590/quote.hpp,0.0,1
third_party/boost-1.37.0/boost/mpl/vector/aux_/numbered.hpp,0.0,1
src/third_party/gtest-1.4.0-patched/include/gtest/gtest.h,0.0,1
frameworks/hadoop-0.20.2/src/hdfs/org/apache/hadoop/hdfs/server/datanode/DatanodeBlockInfo.java,0.0,1
frameworks/hadoop-0.20.2/src/contrib/hod/testing/testXmlrpc.py,0.0,1
frameworks/{hadoop-0.20.0 => hadoop-0.20.2}/src/test/org/apache/hadoop/cli/testConf.xml,0.0,1
frameworks/hadoop-0.20.0/src/contrib/fairscheduler/src/java/org/apache/hadoop/mapred/AllocationConfigurationException.java,0.0,1
{src/third_party => third_party}/boto-1.8d/boto/s3/bucketlistresultset.py,0.0,1
src/third_party/{zookeeper-3.3.0 => zookeeper-3.3.1}/src/contrib/rest/src/java/org/apache/zookeeper/server/jersey/resources/RuntimeExceptionMapper.java,0.0,1
frameworks/hadoop-0.20.0/src/test/checkstyle.xml,0.0,1
src/third_party/libprocess/third_party/boost-1.37.0/boost/mpl/aux_/fold_pred.hpp,0.0,1
src/third_party/libprocess/third_party/boost-1.37.0/boost/mpl/aux_/has_begin.hpp,0.0,1
src/third_party/{zookeeper-3.2.2 => zookeeper-3.3.0/src}/contrib/zkfuse/configure.ac,0.0,1
third_party/{gtest-1.5.0 => gmock-1.5.0/gtest}/samples/sample4.cc,0.0,1
src/third_party/zookeeper-3.3.0/contrib/zktreeutil/src/ZkTreeUtilMain.cc,0.0,1
src/slave/containerizer/{ => mesos}/isolators/filesystem/shared.hpp,0.0,1
{src/third_party/boost-1.37.0/boost/mpl/aux_/preprocessed/mwcw => third_party/libprocess/third_party/boost-1.37.0/boost/mpl/aux_/preprocessed/bcc551}/divides.hpp,0.0,1
{src/third_party/libprocess/third_party => third_party}/boost-1.37.0/boost/variant/static_visitor.hpp,0.0,1
src/third_party/zookeeper-3.3.0/src/contrib/bookkeeper/src/java/org/apache/bookkeeper/bookie/LedgerEntryPage.java,0.0,1
{src/third_party/libprocess/third_party => third_party}/boost-1.37.0/boost/mpl/set/aux_/preprocessed/plain/set30.hpp,0.0,1
src/third_party/{gtest-1.4.0-patched => gtest-1.5.0}/include/gtest/gtest-spi.h,0.0,1
frameworks/hadoop-0.20.2/src/c++/librecordio/fieldTypeInfo.hh,0.0,1
frameworks/hadoop-0.20.2/src/contrib/data_join/src/examples/org/apache/hadoop/contrib/utils/join/SampleDataJoinMapper.java,0.0,1
third_party/libprocess/third_party/boost-1.37.0/boost/config/compiler/hp_acc.hpp,0.0,1
{src/third_party => third_party}/zookeeper-3.3.1/docs/zookeeperAdmin.html,0.0,1
third_party/boto-1.9b/docs/source/sqs_tut.rst,0.0,1
src/third_party/libprocess/third_party/boost-1.37.0/boost/mpl/aux_/preprocessed/dmc/and.hpp,0.0,1
frameworks/hadoop-0.20.0/src/c++/pipes/depcomp,0.0,1
frameworks/{hadoop-0.20.0 => hadoop-0.20.2}/src/c++/libhdfs/m4/apfunctions.m4,0.0,1
src/third_party/zookeeper-3.2.2/src/java/test/config/findbugsExcludeFile.xml,0.0,1
src/third_party/zookeeper-3.2.2/src/java/systest/org/apache/zookeeper/test/system/SimpleClient.java,0.0,1
src/third_party/{zookeeper-3.2.2 => zookeeper-3.3.0}/docs/api/org/apache/zookeeper/class-use/ZooDefs.Ids.html,0.0,1
src/third_party/boost-1.37.0/boost/mpl/aux_/preprocessed/msvc70/greater_equal.hpp,0.0,1
third_party/boost-1.37.0/boost/mpl/map/aux_/preprocessed/typeof_based/map20.hpp,0.0,1
third_party/{boto-1.8d => boto-1.9b}/boto/ec2/cloudwatch/metric.py,0.0,1
third_party/boto-2.0b2/boto/ec2/elb/instancestate.py,0.0,1
docs/images/oversubscription-overview.jpg,0.0,1
src/third_party/{zookeeper-3.3.0 => zookeeper-3.3.1}/src/java/test/org/apache/zookeeper/test/EventTypeTest.java,0.0,1
frameworks/hadoop-0.20.2/src/mapred/org/apache/hadoop/mapred/TaskGraphServlet.java,0.0,1
frameworks/{hadoop-0.20.0 => hadoop-0.20.2}/src/contrib/index/src/java/org/apache/hadoop/contrib/index/mapred/IndexUpdateMapper.java,0.0,1
src/third_party/boost-1.37.0/boost/mpl/aux_/preprocessed/bcc_pre590/minus.hpp,0.0,1
src/third_party/gtest-1.4.0-patched/codegear/gtest_unittest.cbproj,0.0,1
third_party/libprocess/third_party/boost-1.37.0/boost/mpl/vector/aux_/empty.hpp,0.0,1
{src/third_party/libprocess/third_party => third_party}/boost-1.37.0/boost/mpl/has_key.hpp,0.0,1
third_party/zookeeper-3.3.1/src/java/main/org/apache/zookeeper/WatchedEvent.java,0.0,1
third_party/zookeeper-3.3.1/contrib/zkperl/t/22_stat_tie.t,0.0,1
frameworks/hadoop-0.20.0/src/test/org/apache/hadoop/fs/s3/TestInMemoryS3FileSystemContract.java,0.0,1
{src/third_party/libprocess/third_party => third_party}/boost-1.37.0/boost/preprocessor/iteration/detail/iter/forward2.hpp,0.0,1
{src/third_party => third_party}/libprocess/examples/net.hpp,0.0,1
{src => third_party/libprocess}/third_party/boost-1.37.0/boost/mpl/aux_/preprocessor/tuple.hpp,0.0,1
frameworks/hadoop-0.20.2/src/contrib/bash-tab-completion/README,0.0,1
ec2/{deploy.amazon64-new/root/persistent-hdfs => deploy.amazon64-old/root/ephemeral-hdfs}/conf/masters,0.0,1
third_party/boost-1.37.0/boost/bind/arg.hpp,0.0,1
bin/lldb-mesos-local.sh.in,0.0,1
src/third_party/boost-1.37.0/boost/config/compiler/comeau.hpp,0.0,1
src/third_party/zookeeper-3.2.2/contrib/bookkeeper/src/java/org/apache/bookkeeper/proto/ServerStats.java,0.0,1
third_party/libprocess/third_party/boost-1.37.0/boost/type_traits/detail/ice_eq.hpp,0.0,1
frameworks/hadoop-0.20.0/src/contrib/data_join/src/java/org/apache/hadoop/contrib/utils/join/ResetableIterator.java,0.0,1
third_party/zookeeper-3.3.1/docs/api/org/apache/zookeeper/class-use/KeeperException.ConnectionLossException.html,0.0,1
{src/third_party/libprocess/third_party => third_party}/boost-1.37.0/boost/mpl/aux_/insert_impl.hpp,0.0,1
src/third_party/boost-1.37.0/boost/mpl/aux_/preprocessed/no_ctps/set.hpp,0.0,1
{src/third_party => third_party}/zookeeper-3.3.1/docs/api/org/apache/zookeeper/ZooKeeperMain.html,0.0,1
src/third_party/boost-1.37.0/boost/preprocessor/seq/for_each_i.hpp,0.0,1
third_party/libprocess/third_party/boost-1.37.0/boost/type_traits/is_base_and_derived.hpp,0.0,1
src/third_party/{zookeeper-3.3.0 => zookeeper-3.3.1}/src/docs/src/documentation/content/xdocs/bookkeeperStarted.xml,0.0,1
src/third_party/boost-1.37.0/boost/cstdint.hpp,0.0,1
third_party/boost-1.37.0/boost/mpl/list/aux_/size.hpp,0.0,1
src/third_party/boost-1.37.0/boost/type_traits/detail/is_function_ptr_helper.hpp,0.0,1
frameworks/hadoop-0.20.0/src/mapred/org/apache/hadoop/mapred/join/ComposableRecordReader.java,0.0,1
{src/third_party/libprocess/third_party/boost-1.37.0/boost/mpl/aux_/preprocessed/no_ctps => third_party/boost-1.37.0/boost/mpl/aux_/preprocessed/bcc551}/reverse_fold_impl.hpp,0.0,1
{src/third_party/libprocess/third_party => third_party}/boost-1.37.0/boost/mpl/min.hpp,0.0,1
frameworks/hadoop-0.20.2/src/contrib/fuse-dfs/ivy/libraries.properties,0.0,1
{src/third_party/libprocess/third_party/boost-1.37.0/boost/mpl/aux_/preprocessed/mwcw => third_party/boost-1.37.0/boost/mpl/aux_/preprocessed/msvc70}/advance_backward.hpp,0.0,1
{src/third_party/boost-1.37.0/boost/mpl/aux_/preprocessed/bcc => third_party/libprocess/third_party/boost-1.37.0/boost/mpl/aux_/preprocessed/bcc_pre590}/full_lambda.hpp,0.0,1
{src => third_party/libprocess}/third_party/boost-1.37.0/boost/mpl/aux_/count_args.hpp,0.0,1
third_party/gmock-1.5.0/gtest/include/gtest/internal/gtest-type-util.h,0.0,1
{src/third_party/libprocess/third_party => third_party}/boost-1.37.0/boost/mpl/aux_/preprocessed/no_ttp/bitand.hpp,0.0,1
src/third_party/boost-1.37.0/boost/range/size.hpp,0.0,1
frameworks/hadoop-0.20.2/src/hdfs/org/apache/hadoop/hdfs/server/common/InconsistentFSStateException.java,0.0,1
third_party/boost-1.37.0/boost/mpl/map/aux_/preprocessed/typeof_based/map10.hpp,0.0,1
third_party/{boto-1.8d => boto-1.9b}/boto/sdb/connection.py,0.0,1
frameworks/hadoop-0.20.2/src/examples/org/apache/hadoop/examples/MultiFileWordCount.java,0.0,1
frameworks/hadoop-0.20.2/src/contrib/hdfsproxy/conf/hdfsproxy-env.sh,0.0,1
third_party/boost-1.37.0/boost/mpl/aux_/preprocessed/msvc60/fold_impl.hpp,0.0,1
{src/third_party/libprocess/third_party => third_party}/boost-1.37.0/boost/mpl/aux_/preprocessed/no_ctps/greater.hpp,0.0,1
{src/third_party => third_party}/gtest-1.5.0/CONTRIBUTORS,0.0,1
third_party/zookeeper-3.3.1/docs/skin/images/vcss.png,0.0,1
third_party/libprocess/{third_party => 3rdparty}/stout/include/stout/numify.hpp,0.0,1
src/third_party/libprocess/third_party/boost-1.37.0/boost/is_member_pointer.hpp,0.0,1
third_party/zookeeper-3.3.1/docs/skin/images/rc-t-l-5-1header-2searchbox-3searchbox.png,0.0,1
src/third_party/libprocess/philosophers.cpp,0.0,1
third_party/libprocess/third_party/boost-1.37.0/boost/preprocessor/seq/reverse.hpp,0.0,1
frameworks/{hadoop-0.20.0 => hadoop-0.20.2}/src/contrib/hod/support/checklimits.sh,0.0,1
third_party/boost-1.37.0/boost/mpl/map/aux_/size_impl.hpp,0.0,1
src/third_party/{zookeeper-3.3.0 => zookeeper-3.3.1}/src/java/test/org/apache/zookeeper/test/QuorumQuotaTest.java,0.0,1
src/third_party/{zookeeper-3.3.0 => zookeeper-3.3.1}/src/java/test/org/apache/zookeeper/test/NullDataTest.java,0.0,1
src/third_party/boto-1.8d/boto/mapreduce/pdb_describe,0.0,1
src/third_party/boto-1.8d/boto/pyami/installers/__init__.py,0.0,1
frameworks/{hadoop-0.20.0 => hadoop-0.20.2}/src/test/org/apache/hadoop/fs/s3native/NativeS3FileSystemContractBaseTest.java,0.0,1
src/slave/containerizer/{provisioners => provisioner}/paths.hpp,0.0,1
frameworks/hadoop-0.20.2/src/mapred/org/apache/hadoop/mapred/lib/aggregate/ValueAggregator.java,0.0,1
src/third_party/{zookeeper-3.3.0 => zookeeper-3.3.1}/docs/skin/images/error.png,0.0,1
frameworks/hadoop-0.20.2/src/core/org/apache/hadoop/fs/LocalFileSystem.java,0.0,1
frameworks/hadoop-0.20.0/src/docs/cn/src/documentation/skins/common/css/forrest.css.xslt,0.0,1
{src/third_party/boost-1.37.0/boost/type_traits => third_party/libprocess/third_party/boost-1.37.0/boost}/detail/ice_or.hpp,0.0,1
src/third_party/zookeeper-3.2.2/docs/jdiff/user_comments_for_zookeeper_3.1.1_to_zookeeper_3.2.2.xml,0.0,1
third_party/boto-1.9b/boto/sqs/20070501/readme.txt,0.0,1
third_party/boost-1.37.0/boost/mpl/aux_/preprocessed/no_ttp/lambda_no_ctps.hpp,0.0,1
{src/third_party => third_party}/zookeeper-3.3.1/src/lastRevision.bat,0.0,1
third_party/boost-1.37.0/boost/bind/bind_cc.hpp,0.0,1
third_party/libprocess/third_party/boost-1.37.0/boost/mpl/aux_/preprocessed/bcc_pre590/basic_bind.hpp,0.0,1
third_party/libprocess/third_party/boost-1.37.0/boost/type_traits/decay.hpp,0.0,1
src/third_party/{zookeeper-3.2.2 => zookeeper-3.3.0}/conf/log4j.properties,0.0,1
src/third_party/{zookeeper-3.3.0 => zookeeper-3.3.1}/ivysettings.xml,0.0,1
src/third_party/libprocess/third_party/boost-1.37.0/boost/type_traits/msvc/remove_extent.hpp,0.0,1
frameworks/hadoop-0.20.0/src/docs/cn/src/documentation/resources/images/hadoop-logo-big.jpg,0.0,1
{src/third_party => third_party}/zookeeper-3.3.1/docs/api/org/apache/zookeeper/class-use/KeeperException.DataInconsistencyException.html,0.0,1
src/slave/containerizer/{ => mesos}/provisioner/appc/store.hpp,0.0,1
third_party/boost-1.37.0/boost/mpl/limits/set.hpp,0.0,1
{src/third_party/libprocess/third_party => third_party}/boost-1.37.0/boost/mpl/map/map30.hpp,0.0,1
third_party/libprocess/philosophers.cpp.bak,0.0,1
src/third_party/{zookeeper-3.2.2 => zookeeper-3.3.0}/src/java/test/org/apache/zookeeper/test/SledgeHammer.java,0.0,1
{src/third_party => third_party}/gtest-1.5.0/include/gtest/gtest-test-part.h,0.0,1
src/third_party/boost-1.37.0/boost/mpl/map/map40.hpp,0.0,1
third_party/libprocess/third_party/boost-1.37.0/boost/mpl/set/aux_/preprocessed/plain/set40.hpp,0.0,1
src/third_party/{zookeeper-3.2.2 => zookeeper-3.3.0}/docs/api/org/apache/zookeeper/class-use/KeeperException.NotEmptyException.html,0.0,1
third_party/zookeeper-3.3.1/src/contrib/bookkeeper/src/java/org/apache/bookkeeper/util/StringUtils.java,0.0,1
frameworks/{hadoop-0.20.0 => hadoop-0.20.2}/src/hdfs/hdfs-default.xml,0.0,1
third_party/boost-1.37.0/boost/noncopyable.hpp,0.0,1
third_party/libprocess/third_party/boost-1.37.0/boost/preprocessor/control/expr_if.hpp,0.0,1
third_party/zookeeper-3.3.1/docs/api/org/apache/zookeeper/ZooKeeper.html,0.0,1
third_party/libprocess/third_party/boost-1.37.0/boost/range/reverse_result_iterator.hpp,0.0,1
{src => third_party/libprocess}/third_party/boost-1.37.0/boost/range/detail/begin.hpp,0.0,1
{src/third_party => third_party}/zookeeper-3.3.1/src/docs/src/documentation/classes/CatalogManager.properties,0.0,1
third_party/boost-1.37.0/boost/mpl/set/set10.hpp,0.0,1
third_party/boost-1.37.0/boost/is_signed.hpp,0.0,1
third_party/libprocess/third_party/gmock-1.6.0.tar.gz,0.0,1
frameworks/hadoop-0.20.0/src/examples/pipes/Makefile.am,0.0,1
third_party/zookeeper-3.3.1/contrib/ZooInspector/licences/epl-v10.html,0.0,1
src/third_party/libprocess/third_party/boost-1.37.0/boost/foreach.hpp,0.0,1
{src/third_party/libprocess/third_party => third_party}/boost-1.37.0/boost/mpl/aux_/preprocessed/no_ctps/apply_wrap.hpp,0.0,1
{src/third_party/libprocess/third_party/boost-1.37.0/boost/mpl/aux_/preprocessed/bcc551 => third_party/boost-1.37.0/boost/mpl/aux_/preprocessed/no_ttp}/inherit.hpp,0.0,1
{src/third_party/libprocess/third_party => third_party}/boost-1.37.0/boost/config/compiler/digitalmars.hpp,0.0,1
third_party/boost-1.37.0/boost/preprocessor/list/enum.hpp,0.0,1
src/third_party/{zookeeper-3.3.0 => zookeeper-3.3.1}/docs/jdiff/changes/org.apache.zookeeper.KeeperException.NotEmptyException.html,0.0,1
{src/third_party => third_party}/zookeeper-3.3.1/src/java/test/data/invalidsnap/version-2/log.63b,0.0,1
src/third_party/{zookeeper-3.2.2 => zookeeper-3.3.0}/src/c/src/zookeeper.c,0.0,1
src/third_party/{zookeeper-3.2.2/src/contrib/zkperl => zookeeper-3.3.0/contrib/zktreeutil}/build.xml,0.0,1
frameworks/hadoop-0.20.2/src/benchmarks/gridmix/javasort/text-sort.medium,0.0,1
third_party/libprocess/third_party/boost-1.37.0/boost/mpl/greater_equal.hpp,0.0,1
third_party/boto-2.0b2/boto/vpc/__init__.py,0.0,1
third_party/{gtest-1.5.0 => gmock-1.5.0/gtest}/m4/gtest.m4,0.0,1
third_party/libprocess/{ => include/process}/run.hpp,0.0,1
third_party/zookeeper-3.3.1/docs/api/org/apache/zookeeper/class-use/KeeperException.NoNodeException.html,0.0,1
{src/third_party/libprocess/third_party => third_party}/boost-1.37.0/boost/preprocessor/repetition/enum_binary_params.hpp,0.0,1
frameworks/hadoop-0.20.0/src/core/org/apache/hadoop/fs/s3/S3FileSystemException.java,0.0,1
third_party/boost-1.37.0/boost/mpl/aux_/preprocessed/plain/basic_bind.hpp,0.0,1
third_party/libprocess/third_party/boost-1.37.0/boost/range/detail/vc6/size.hpp,0.0,1
src/third_party/boost-1.37.0/boost/preprocessor/logical.hpp,0.0,1
{src/third_party/zookeeper-3.3.1/src => third_party/zookeeper-3.3.1}/contrib/zkperl/t/15_thread.t,0.0,1
frameworks/hadoop-0.20.0/src/core/org/apache/hadoop/io/Writable.java,0.0,1
{src/third_party => third_party}/zookeeper-3.3.1/docs/api/org/apache/zookeeper/package-tree.html,0.0,1
third_party/libprocess/foreach.cpp,0.0,1
frameworks/{hadoop-0.20.0 => hadoop-0.20.2}/src/core/org/apache/hadoop/io/package.html,0.0,1
{third_party => 3rdparty}/libprocess/src/statistics.cpp,0.0,1
frameworks/{hadoop-0.20.0 => hadoop-0.20.2}/src/core/org/apache/hadoop/fs/shell/Count.java,0.0,1
frameworks/hadoop-0.20.0/src/test/org/apache/hadoop/hdfs/server/datanode/TestBlockReplacement.java,0.0,1
src/third_party/{zookeeper-3.3.0 => zookeeper-3.3.1}/docs/jdiff/changes/fields_index_removals.html,0.0,1
third_party/libprocess/{ => src}/gate.hpp,0.0,1
src/third_party/zookeeper-3.2.2/docs/api/org/apache/zookeeper/class-use/KeeperException.CodeDeprecated.html,0.0,1
third_party/libprocess/third_party/boost-1.37.0/boost/detail/sp_typeinfo.hpp,0.0,1
src/third_party/libprocess/third_party/boost-1.37.0/boost/msvc/remove_reference.hpp,0.0,1
src/third_party/boost-1.37.0/boost/preprocessor/tuple/eat.hpp,0.0,1
src/third_party/{zookeeper-3.3.0 => zookeeper-3.3.1}/src/docs/src/documentation/content/xdocs/bookkeeperConfig.xml,0.0,1
src/third_party/libprocess/third_party/boost-1.37.0/boost/range/size.hpp,0.0,1
{src/third_party/libprocess/third_party => third_party}/boost-1.37.0/boost/mpl/bind.hpp,0.0,1
src/third_party/libprocess/third_party/boost-1.37.0/boost/mpl/map/aux_/map0.hpp,0.0,1
third_party/libprocess/third_party/boost-1.37.0/boost/mpl/equal_to.hpp,0.0,1
src/third_party/libprocess/third_party/boost-1.37.0/boost/mpl/iterator_category.hpp,0.0,1
frameworks/{hadoop-0.20.0 => hadoop-0.20.2}/src/hdfs/org/apache/hadoop/hdfs/server/common/Util.java,0.0,1
frameworks/hadoop-0.20.0/src/c++/libhdfs/m4/ltversion.m4,0.0,1
frameworks/{hadoop-0.20.0 => hadoop-0.20.2}/src/benchmarks/gridmix/submissionScripts/maxentToSameCluster,0.0,1
src/third_party/{zookeeper-3.2.2 => zookeeper-3.3.0/src}/contrib/zkperl/build/check_zk_version.c,0.0,1
third_party/boost-1.37.0/boost/unordered/detail/hash_table_impl.hpp,0.0,1
{src/third_party/libprocess/third_party => third_party}/boost-1.37.0/boost/mpl/inherit.hpp,0.0,1
{src/third_party/libprocess/third_party => third_party}/boost-1.37.0/boost/variant/bad_visit.hpp,0.0,1
frameworks/hadoop-0.20.0/src/contrib/failmon/src/java/org/apache/hadoop/contrib/failmon/HDFSMerger.java,0.0,1
{src/third_party/zookeeper-3.3.1/src/contrib/zooinspector => third_party/zookeeper-3.3.1/contrib/ZooInspector}/lib/jtoaster-1.0.4.jar,0.0,1
{third_party => 3rdparty}/libprocess/3rdparty/stout/include/stout/json.hpp,0.0,1
third_party/libprocess/third_party/boost-1.37.0/boost/mpl/aux_/preprocessed/no_ttp/set.hpp,0.0,1
{src => third_party/libprocess}/third_party/boost-1.37.0/boost/mpl/vector/aux_/preprocessed/typeof_based/vector40.hpp,0.0,1
{src/third_party/libprocess/third_party => third_party}/boost-1.37.0/boost/config/stdlib/dinkumware.hpp,0.0,1
src/third_party/zookeeper-3.2.2/src/java/main/org/apache/zookeeper/ZooKeeperMain.java,0.0,1
src/third_party/libprocess/third_party/boost-1.37.0/boost/mpl/aux_/preprocessed/dmc/vector_c.hpp,0.0,1
third_party/boost-1.37.0/boost/exception/exception.hpp,0.0,1
src/third_party/{gtest-1.4.0-patched => gtest-1.5.0}/xcode/Config/DebugProject.xcconfig,0.0,1
{src/third_party/libprocess/third_party => third_party}/boost-1.37.0/boost/preprocessor/enum_params_with_a_default.hpp,0.0,1
{src/third_party/boost-1.37.0/boost/mpl/aux_/preprocessed/mwcw => third_party/libprocess/third_party/boost-1.37.0/boost/mpl/aux_/preprocessed/bcc551}/bitxor.hpp,0.0,1
{src => third_party/libprocess}/third_party/boost-1.37.0/boost/mpl/list/list30_c.hpp,0.0,1
src/third_party/zookeeper-3.2.2/conf/log4j.properties,0.0,1
{src/third_party => third_party}/zookeeper-3.3.1/src/docs/src/documentation/content/xdocs/bookkeeperOverview.xml,0.0,1
{src => third_party/libprocess}/third_party/boost-1.37.0/boost/mpl/aux_/has_size.hpp,0.0,1
third_party/zookeeper-3.3.1/src/java/test/data/upgrade/snapshot.100001bec,0.0,1
src/third_party/boost-1.37.0/boost/mpl/aux_/is_msvc_eti_arg.hpp,0.0,1
{src/third_party/boost-1.37.0/boost/mpl/aux_/preprocessed/bcc_pre590 => third_party/libprocess/third_party/boost-1.37.0/boost/mpl/aux_/preprocessed/bcc}/arg.hpp,0.0,1
src/third_party/libprocess/third_party/boost-1.37.0/boost/mpl/aux_/preprocessed/bcc_pre590/shift_right.hpp,0.0,1
{src/third_party/boost-1.37.0/boost => third_party/libprocess/third_party/boost-1.37.0/boost/type_traits}/transform_traits.hpp,0.0,1
third_party/zookeeper-3.3.1/src/c/src/zk_hashtable.c,0.0,1
src/third_party/{zookeeper-3.2.2/docs => zookeeper-3.3.0/src/docs/src/documentation/resources}/images/zkservice.jpg,0.0,1
frameworks/hadoop-0.20.0/src/contrib/eclipse-plugin/resources/Components/Reload.png,0.0,1
third_party/libprocess/third_party/boost-1.37.0/boost/mpl/aux_/preprocessed/no_ttp/and.hpp,0.0,1
src/third_party/{zookeeper-3.2.2 => zookeeper-3.3.0}/src/c/src/mt_adaptor.c,0.0,1
frameworks/{hadoop-0.20.0 => hadoop-0.20.2}/src/hdfs/org/apache/hadoop/hdfs/server/namenode/metrics/NameNodeStatisticsMBean.java,0.0,1
frameworks/hadoop-0.20.0/src/contrib/index/src/java/org/apache/hadoop/contrib/index/mapred/Shard.java,0.0,1
src/third_party/libprocess/third_party/boost-1.37.0/boost/detail/sp_counted_base_solaris.hpp,0.0,1
frameworks/hadoop-0.20.0/src/mapred/org/apache/hadoop/mapred/ReinitTrackerAction.java,0.0,1
{src/third_party/zookeeper-3.3.1 => third_party/zookeeper-3.3.1/src}/contrib/bookkeeper/test/org/apache/bookkeeper/test/LedgerRecoveryTest.java,0.0,1
src/slave/containerizer/{provisioners => provisioner}/appc/paths.cpp,0.0,1
third_party/zookeeper-3.3.1/src/java/generated/org/apache/zookeeper/proto/GetACLRequest.java,0.0,1
frameworks/{hadoop-0.20.0 => hadoop-0.20.2}/src/contrib/hod/bin/hod,0.0,1
frameworks/{hadoop-0.20.0 => hadoop-0.20.2}/src/hdfs/org/apache/hadoop/hdfs/server/namenode/StreamFile.java,0.0,1
{src/third_party/libprocess/third_party => third_party}/boost-1.37.0/boost/mpl/aux_/push_front_impl.hpp,0.0,1
src/tests/{external/ExamplesTest/CppFramework.sh => test_framework_test.sh},0.0,1
third_party/libprocess/third_party/boost-1.37.0/boost/mpl/aux_/preprocessed/dmc/apply_fwd.hpp,0.0,1
src/third_party/zookeeper-3.2.2/src/java/main/org/apache/zookeeper/server/upgrade/UpgradeSnapShotV1.java,0.0,1
third_party/boost-1.37.0/boost/mpl/list/list40_c.hpp,0.0,1
frameworks/hadoop-0.20.2/src/contrib/eclipse-plugin/resources/Elephant-24x24.png,0.0,1
third_party/boost-1.37.0/boost/mpl/max.hpp,0.0,1
third_party/libprocess/third_party/boost-1.37.0/boost/mpl/aux_/preprocessed/plain/bind_fwd.hpp,0.0,1
third_party/boost-1.37.0/boost/detail/atomic_count_gcc_x86.hpp,0.0,1
{src/third_party => third_party}/zookeeper-3.3.1/src/contrib/zooinspector/README.txt,0.0,1
third_party/{gtest-1.5.0 => gmock-1.5.0/gtest}/msvc/gtest_unittest.vcproj,0.0,1
src/webui/bottle-0.5.6/test/test_environ.py,0.0,1
src/third_party/{zookeeper-3.3.0 => zookeeper-3.3.1}/docs/skin/images/hack.jpg,0.0,1
frameworks/hadoop-0.20.0/src/core/org/apache/hadoop/fs/FileUtil.java,0.0,1
third_party/libprocess/third_party/boost-1.37.0/boost/mpl/map/aux_/clear_impl.hpp,0.0,1
frameworks/{hadoop-0.20.0 => hadoop-0.20.2}/src/mapred/org/apache/hadoop/mapreduce/TaskInputOutputContext.java,0.0,1
docs/{Mesos-developers-guide.md => mesos-developers-guide.md},0.0,1
src/third_party/{zookeeper-3.2.2 => zookeeper-3.3.0}/docs/javaExample.pdf,0.0,1
third_party/gmock-1.5.0/build-aux/install-sh,0.0,1
frameworks/hadoop-0.20.2/src/mapred/org/apache/hadoop/mapred/join/MultiFilterRecordReader.java,0.0,1
src/third_party/boost-1.37.0/boost/mpl/remove_if.hpp,0.0,1
third_party/boto-2.0b2/boto/gs/__init__.py,0.0,1
third_party/libprocess/third_party/boost-1.37.0/boost/mpl/aux_/preprocessed/msvc60/iter_fold_if_impl.hpp,0.0,1
third_party/boost-1.37.0/boost/mpl/list/aux_/include_preprocessed.hpp,0.0,1
{src/third_party => third_party}/zookeeper-3.3.1/src/java/main/org/apache/jute/compiler/JRecord.java,0.0,1
src/third_party/boost-1.37.0/boost/mpl/apply_fwd.hpp,0.0,1
