entity,fractal-value,total-revs
third_party/boost-1.37.0/boost/smart_ptr/detail/quick_allocator.hpp,0.0,2
third_party/gmock-1.5.0/CHANGES,0.0,2
third_party/libprocess/third_party/gmock-1.6.0/gtest/test/gtest_shuffle_test_.cc,0.0,2
third_party/protobuf-2.4.1/java/src/test/java/com/google/protobuf/LazyStringEndToEndTest.java,0.0,2
third_party/protobuf-2.4.1/vsprojects/lite-test.vcproj,0.0,2
third_party/leveldb/db/db_iter.h,0.0,2
third_party/boto-2.0b2/bin/cfadmin,0.0,2
third_party/protobuf-2.3.0/gtest/include/gtest/internal/gtest-port.h,0.0,2
third_party/libprocess/third_party/gmock-1.5.0/gtest/test/gtest_color_test_.cc,0.0,2
third_party/gmock-1.6.0/test/gmock_leak_test.py,0.0,2
third_party/protobuf-2.4.1/src/google/protobuf/message_lite.cc,0.0,2
third_party/protobuf-2.4.1/src/google/protobuf/stubs/common.cc,0.0,2
third_party/sqlite-3.6.23.1/shell.c,0.0,2
third_party/protobuf-2.4.1/editors/proto.vim,0.0,2
third_party/boto-2.0b2/boto/file/bucket.py,0.0,2
third_party/protobuf-2.4.1/src/google/protobuf/wire_format.h,0.0,2
third_party/protobuf-2.4.1/src/google/protobuf/generated_message_reflection_unittest.cc,0.0,2
src/third_party/zookeeper-3.3.0/zookeeper-3.3.0-src.jar.md5,0.0,2
third_party/protobuf-2.4.1/gtest/scons/SConscript,0.0,2
third_party/libprocess/third_party/gmock-1.6.0/include/gmock/gmock-generated-function-mockers.h.pump,0.0,2
third_party/leveldb/doc/impl.html,0.0,2
third_party/protobuf-2.3.0/python/google/protobuf/internal/descriptor_test.py,0.0,2
third_party/protobuf-2.4.1/src/google/protobuf/descriptor_database.cc,0.0,2
src/third_party/zookeeper-3.2.2/docs/jdiff/changes/constructors_index_additions.html,0.0,2
src/third_party/gtest-1.4.0-patched/xcode/Scripts/runtests.sh,0.0,2
src/webui/master/static/directives/pagination.html,0.0,2
third_party/gmock-1.6.0/gtest/xcode/Config/General.xcconfig,0.0,2
third_party/boost-1.37.0/boost/smart_ptr/detail/sp_counted_base_cw_x86.hpp,0.0,2
frameworks/hadoop-0.20.2/src/test/org/apache/hadoop/io/file/tfile/TestTFileStreams.java,0.0,2
third_party/protobuf-2.4.1/ltmain.sh,0.0,2
third_party/protobuf-2.3.0/gtest/include/gtest/gtest-death-test.h,0.0,2
third_party/protobuf-2.3.0/java/src/main/java/com/google/protobuf/AbstractMessageLite.java,0.0,2
third_party/protobuf-2.3.0/python/google/protobuf/internal/text_format_test.py,0.0,2
third_party/protobuf-2.4.1/gtest/xcode/Scripts/versiongenerate.py,0.0,2
third_party/protobuf-2.3.0/src/google/protobuf/io/zero_copy_stream_impl.cc,0.0,2
third_party/protobuf-2.3.0/src/google/protobuf/package_info.h,0.0,2
third_party/leveldb/port/atomic_pointer.h,0.0,2
third_party/protobuf-2.4.1/src/google/protobuf/compiler/java/java_service.cc,0.0,2
third_party/protobuf-2.4.1/src/google/protobuf/descriptor_unittest.cc,0.0,2
src/slave/containerizer/provisioner/paths.hpp,0.0,2
src/swig/java/mesosJNI.java.patch2,0.0,2
third_party/libprocess/third_party/stout/include/stout/fs.hpp,0.0,2
src/third_party/zookeeper-3.2.2/contrib/bookkeeper/src/java/org/apache/bookkeeper/util/ClientBase.java,0.0,2
third_party/protobuf-2.3.0/examples/add_person.cc,0.0,2
third_party/protobuf-2.4.1/java/src/main/java/com/google/protobuf/RpcCallback.java,0.0,2
third_party/libprocess/third_party/gmock-1.6.0/test/gmock-internal-utils_test.cc,0.0,2
third_party/libprocess/third_party/gmock-1.6.0/gtest/codegear/gtest_main.cbproj,0.0,2
frameworks/hadoop-0.20.0/bin/mesos-executor,0.0,2
third_party/leveldb/db/memtable.cc,0.0,2
third_party/gmock-1.6.0/gtest/test/gtest-filepath_test.cc,0.0,2
third_party/protobuf-2.3.0/python/google/protobuf/service.py,0.0,2
third_party/libprocess/third_party/gmock-1.5.0/gtest/include/gtest/gtest-param-test.h,0.0,2
third_party/libprocess/third_party/gmock-1.5.0/gtest/samples/prime_tables.h,0.0,2
third_party/libprocess/third_party/gmock-1.6.0/gtest/msvc/gtest_main.vcproj,0.0,2
third_party/libprocess/third_party/gmock-1.5.0/gtest/xcode/Resources/Info.plist,0.0,2
third_party/gmock-1.6.0/gtest/m4/acx_pthread.m4,0.0,2
third_party/protobuf-2.3.0/vsprojects/lite-test.vcproj,0.0,2
third_party/protobuf-2.4.1/src/google/protobuf/compiler/subprocess.h,0.0,2
src/webui/master/static/bootstrap/css/bootstrap-responsive.css,0.0,2
third_party/protobuf-2.4.1/src/google/protobuf/compiler/parser.cc,0.0,2
src/third_party/zookeeper-3.2.2/lib/log4j-1.2.15.NOTICE.txt,0.0,2
support/colors.sh,0.0,2
third_party/boto-1.9b/docs/source/ref/services.rst,0.0,2
third_party/libprocess/third_party/gmock-1.6.0/test/gmock_link_test.cc,0.0,2
third_party/protobuf-2.3.0/m4/lt~obsolete.m4,0.0,2
third_party/protobuf-2.3.0/python/google/protobuf/internal/containers.py,0.0,2
third_party/protobuf-2.4.1/src/google/protobuf/stubs/common_unittest.cc,0.0,2
third_party/protobuf-2.3.0/python/README.txt,0.0,2
third_party/protobuf-2.3.0/gtest/xcode/Config/ReleaseProject.xcconfig,0.0,2
third_party/protobuf-2.3.0/src/google/protobuf/compiler/plugin.cc,0.0,2
third_party/protobuf-2.4.1/protobuf-lite.pc.in,0.0,2
third_party/libprocess/third_party/gmock-1.6.0/include/gmock/internal/gmock-generated-internal-utils.h,0.0,2
third_party/libprocess/third_party/gmock-1.5.0/test/gmock-generated-matchers_test.cc,0.0,2
third_party/libprocess/third_party/gmock-1.5.0/gtest/test/gtest_uninitialized_test_.cc,0.0,2
third_party/protobuf-2.4.1/gtest/msvc/gtest_prod_test-md.vcproj,0.0,2
third_party/gmock-1.6.0/gtest/build-aux/missing,0.0,2
third_party/libprocess/third_party/gmock-1.5.0/gtest/samples/sample10_unittest.cc,0.0,2
third_party/protobuf-2.4.1/src/google/protobuf/stubs/hash.h,0.0,2
third_party/gmock-1.5.0/scripts/generator/README,0.0,2
third_party/protobuf-2.4.1/gtest/test/gtest_list_tests_unittest.py,0.0,2
third_party/protobuf-2.3.0/gtest/test/gtest_throw_on_failure_ex_test.cc,0.0,2
src/third_party/zookeeper-3.3.0/zookeeper-3.3.0.pom.asc,0.0,2
src/third_party/zookeeper-3.2.2/src/contrib/bookkeeper/test/org/apache/bookkeeper/test/BookieFailureTest.java,0.0,2
third_party/gmock-1.6.0/gtest/test/gtest_env_var_test.py,0.0,2
third_party/protobuf-2.4.1/gtest/include/gtest/internal/gtest-port.h,0.0,2
third_party/gmock-1.6.0/gtest/test/gtest-typed-test_test.h,0.0,2
third_party/libprocess/third_party/gmock-1.5.0/test/gmock-generated-internal-utils_test.cc,0.0,2
third_party/protobuf-2.4.1/src/google/protobuf/compiler/java/java_message.cc,0.0,2
third_party/libprocess/third_party/gmock-1.6.0/test/gmock-port_test.cc,0.0,2
third_party/libprocess/third_party/gmock-1.5.0/gtest/test/gtest_list_tests_unittest.py,0.0,2
third_party/protobuf-2.3.0/src/google/protobuf/descriptor.cc,0.0,2
third_party/libprocess/third_party/gmock-1.5.0/include/gmock/gmock-more-actions.h,0.0,2
third_party/libprocess/third_party/gmock-1.6.0/src/gmock-matchers.cc,0.0,2
third_party/protobuf-2.4.1/gtest/src/gtest-all.cc,0.0,2
third_party/protobuf-2.3.0/gtest/m4/acx_pthread.m4,0.0,2
3rdparty/libprocess/3rdparty/stout/include/stout/representation.hpp,0.0,2
frameworks/hadoop-0.20.2/src/contrib/capacity-scheduler/src/java/org/apache/hadoop/mapred/CapacityTaskScheduler.java,0.0,2
third_party/protobuf-2.4.1/java/src/test/java/com/google/protobuf/DeprecatedFieldTest.java,0.0,2
third_party/protobuf-2.4.1/gtest/samples/sample2.h,0.0,2
third_party/boost-1.37.0/boost/smart_ptr/detail/lwm_nop.hpp,0.0,2
third_party/protobuf-2.3.0/java/src/test/java/com/google/protobuf/TextFormatTest.java,0.0,2
src/slave/container_loggers/sandbox.hpp,0.0,2
frameworks/hadoop-0.20.2/src/test/org/apache/hadoop/io/file/tfile/TestTFileSeqFileComparison.java,0.0,2
third_party/gmock-1.6.0/gtest/test/gtest_uninitialized_test_.cc,0.0,2
third_party/protobuf-2.4.1/gtest/test/production.h,0.0,2
third_party/boto-1.9b/docs/source/ref/sdb.rst,0.0,2
third_party/libprocess/third_party/gmock-1.5.0/gtest/codegear/gtest_main.cbproj,0.0,2
third_party/gmock-1.6.0/scripts/generator/cpp/keywords.py,0.0,2
third_party/protobuf-2.4.1/python/google/protobuf/service_reflection.py,0.0,2
third_party/protobuf-2.3.0/vsprojects/config.h,0.0,2
third_party/leveldb/db/write_batch_internal.h,0.0,2
third_party/protobuf-2.3.0/gtest/include/gtest/internal/gtest-param-util-generated.h,0.0,2
third_party/protobuf-2.4.1/python/google/protobuf/internal/api_implementation.py,0.0,2
third_party/protobuf-2.3.0/vsprojects/libprotoc.vcproj,0.0,2
frameworks/hadoop-0.20.0/src/test/org/apache/hadoop/mapred/TestSpilledRecordsCounter.java,0.0,2
third_party/gmock-1.6.0/gtest/test/gtest_xml_output_unittest.py,0.0,2
third_party/libprocess/third_party/gmock-1.5.0/fused-src/gmock-gtest-all.cc,0.0,2
third_party/protobuf-2.4.1/java/src/main/java/com/google/protobuf/AbstractMessage.java,0.0,2
frameworks/hadoop-0.20.2/.gitignore,0.0,2
third_party/protobuf-2.4.1/java/src/test/java/com/google/protobuf/ServiceTest.java,0.0,2
third_party/leveldb/table/table_test.cc,0.0,2
third_party/protobuf-2.4.1/gtest/scripts/fuse_gtest_files.py,0.0,2
third_party/protobuf-2.4.1/gtest/include/gtest/internal/gtest-death-test-internal.h,0.0,2
third_party/protobuf-2.3.0/java/src/test/java/com/google/protobuf/LiteTest.java,0.0,2
third_party/libprocess/third_party/gmock-1.6.0/gtest/scripts/pump.py,0.0,2
src/third_party/zookeeper-3.2.2/docs/releasenotes.html,0.0,2
third_party/protobuf-2.3.0/java/src/main/java/com/google/protobuf/ProtocolMessageEnum.java,0.0,2
third_party/libprocess/third_party/gmock-1.6.0/gtest/build-aux/config.guess,0.0,2
third_party/protobuf-2.3.0/src/google/protobuf/compiler/cpp/cpp_plugin_unittest.cc,0.0,2
third_party/libprocess/third_party/gmock-1.5.0/gtest/include/gtest/internal/gtest-filepath.h,0.0,2
third_party/boost-1.37.0/boost/smart_ptr/detail/sp_counted_base.hpp,0.0,2
src/docker/v2.proto,0.0,2
third_party/boost-1.37.0/boost/uuid/nil_generator.hpp,0.0,2
third_party/libprocess/third_party/gmock-1.6.0/gtest/test/gtest_test_utils.py,0.0,2
third_party/leveldb/util/coding_test.cc,0.0,2
third_party/libprocess/third_party/gmock-1.5.0/gtest/msvc/gtest.sln,0.0,2
third_party/leveldb/util/arena.h,0.0,2
third_party/boost-1.37.0/boost/random/bernoulli_distribution.hpp,0.0,2
third_party/libprocess/third_party/gmock-1.5.0/scripts/generator/cpp/tokenize.py,0.0,2
third_party/gmock-1.6.0/gtest/include/gtest/gtest-typed-test.h,0.0,2
src/third_party/zookeeper-3.3.0/zookeeper-3.3.0.jar.sha1,0.0,2
third_party/gmock-1.6.0/gtest/src/gtest-all.cc,0.0,2
third_party/gmock-1.6.0/gtest/samples/sample9_unittest.cc,0.0,2
third_party/protobuf-2.4.1/python/google/protobuf/pyext/python_descriptor.cc,0.0,2
src/third_party/zookeeper-3.2.2/contrib/bookkeeper/test/org/apache/bookkeeper/test/BookieClientTest.java,0.0,2
third_party/libprocess/third_party/gmock-1.5.0/build-aux/config.guess,0.0,2
third_party/boost-1.37.0/boost/smart_ptr/weak_ptr.hpp,0.0,2
third_party/protobuf-2.4.1/java/src/test/java/com/google/protobuf/DynamicMessageTest.java,0.0,2
third_party/gmock-1.5.0/src/gmock-printers.cc,0.0,2
third_party/libprocess/third_party/gmock-1.5.0/fused-src/gmock/gmock.h,0.0,2
third_party/libprocess/third_party/gmock-1.5.0/test/gmock_test.cc,0.0,2
third_party/protobuf-2.4.1/gtest/msvc/gtest-md.sln,0.0,2
third_party/leveldb/db/table_cache.cc,0.0,2
src/third_party/zookeeper-3.2.2/contrib/bookkeeper/src/java/org/apache/bookkeeper/client/ClientCBWorker.java,0.0,2
third_party/protobuf-2.3.0/src/google/protobuf/dynamic_message_unittest.cc,0.0,2
third_party/libprocess/third_party/gmock-1.5.0/test/gmock_link2_test.cc,0.0,2
third_party/gmock-1.5.0/msvc/gmock.sln,0.0,2
third_party/gmock-1.6.0/gtest/Makefile.in,0.0,2
third_party/libprocess/third_party/gmock-1.5.0/src/gmock_main.cc,0.0,2
third_party/libprocess/third_party/gmock-1.5.0/test/gmock-cardinalities_test.cc,0.0,2
third_party/gmock-1.6.0/msvc/2010/gmock_test.vcxproj,0.0,2
third_party/gmock-1.6.0/fused-src/gmock/gmock.h,0.0,2
third_party/protobuf-2.3.0/java/src/test/java/com/google/protobuf/UnknownFieldSetTest.java,0.0,2
src/deploy/start-master,0.0,2
third_party/leveldb/table/format.cc,0.0,2
third_party/protobuf-2.3.0/src/google/protobuf/compiler/java/java_extension.h,0.0,2
config.sub,0.0,2
third_party/leveldb/db/write_batch_test.cc,0.0,2
third_party/protobuf-2.4.1/gtest/samples/sample4_unittest.cc,0.0,2
third_party/leveldb/table/block.h,0.0,2
third_party/boto-2.0b2/bin/bundle_image,0.0,2
third_party/gmock-1.6.0/gtest/src/gtest-typed-test.cc,0.0,2
third_party/protobuf-2.3.0/gtest/include/gtest/internal/gtest-tuple.h.pump,0.0,2
src/third_party/zookeeper-3.2.2/README.txt,0.0,2
third_party/protobuf-2.3.0/gtest/include/gtest/gtest-test-part.h,0.0,2
src/python/native_common/ext_modules.py.in,0.0,2
third_party/leveldb/util/histogram.h,0.0,2
third_party/protobuf-2.3.0/gtest/samples/sample2.cc,0.0,2
src/tests/assert.hpp,0.0,2
third_party/protobuf-2.3.0/src/google/protobuf/compiler/cpp/cpp_message_field.cc,0.0,2
third_party/protobuf-2.4.1/examples/ListPeople.java,0.0,2
third_party/leveldb/util/arena_test.cc,0.0,2
third_party/protobuf-2.4.1/java/src/test/java/com/google/protobuf/LiteTest.java,0.0,2
third_party/libprocess/third_party/gmock-1.5.0/gtest/test/gtest_repeat_test.cc,0.0,2
third_party/libprocess/third_party/gmock-1.6.0/gtest/xcode/Samples/FrameworkSample/widget_test.cc,0.0,2
third_party/gmock-1.5.0/test/gmock_leak_test_.cc,0.0,2
third_party/boost-1.37.0.tar.gz,0.0,2
third_party/protobuf-2.4.1/src/google/protobuf/compiler/cpp/cpp_generator.h,0.0,2
third_party/protobuf-2.4.1/gtest/test/gtest_uninitialized_test_.cc,0.0,2
third_party/protobuf-2.4.1/python/ez_setup.py,0.0,2
third_party/protobuf-2.3.0/src/google/protobuf/unittest_import.proto,0.0,2
third_party/leveldb/Makefile,0.0,2
src/third_party/zookeeper-3.2.2/src/contrib/bookkeeper/src/java/org/apache/bookkeeper/client/QuorumOpMonitor.java,0.0,2
third_party/libprocess/third_party/gmock-1.5.0/gtest/xcode/Scripts/runtests.sh,0.0,2
src/tests/attributes_test.cpp,0.0,2
third_party/gmock-1.6.0/gtest/msvc/gtest_prod_test.vcproj,0.0,2
third_party/gmock-1.5.0/test/gmock_output_test_.cc,0.0,2
third_party/libprocess/third_party/gmock-1.5.0/gtest/codegear/gtest.groupproj,0.0,2
third_party/boost-1.37.0/boost/io/detail/quoted_manip.hpp,0.0,2
third_party/protobuf-2.4.1/gtest/m4/acx_pthread.m4,0.0,2
third_party/protobuf-2.3.0/src/google/protobuf/compiler/package_info.h,0.0,2
third_party/libprocess/third_party/gmock-1.5.0/gtest/include/gtest/internal/gtest-port.h,0.0,2
third_party/libprocess/third_party/gmock-1.5.0/gtest/test/gtest_throw_on_failure_ex_test.cc,0.0,2
frameworks/hadoop-0.20.2/src/contrib/mesos/src/java/org/apache/hadoop/mapred/MesosTaskTrackerInstrumentation.java,0.0,2
third_party/protobuf-2.4.1/src/google/protobuf/compiler/plugin.pb.h,0.0,2
src/tests/provisioners/docker_provisioner_tests.cpp,0.0,2
third_party/protobuf-2.4.1/python/mox.py,0.0,2
third_party/libprocess/third_party/gmock-1.5.0/gtest/test/gtest_xml_outfiles_test.py,0.0,2
third_party/gmock-1.6.0/gtest/build-aux/ltmain.sh,0.0,2
third_party/protobuf-2.4.1/src/google/protobuf/compiler/java/java_file.h,0.0,2
third_party/gmock-1.6.0/gtest/scripts/gen_gtest_pred_impl.py,0.0,2
third_party/protobuf-2.4.1/gtest/test/gtest_stress_test.cc,0.0,2
third_party/libprocess/third_party/gmock-1.6.0/gtest/m4/libtool.m4,0.0,2
src/tests/memory_test_helper.cpp,0.0,2
third_party/protobuf-2.4.1/gtest/msvc/gtest.vcproj,0.0,2
third_party/gmock-1.5.0/scripts/generator/cpp/keywords.py,0.0,2
third_party/libprocess/third_party/gmock-1.6.0/msvc/2005/gmock.vcproj,0.0,2
frameworks/hadoop-0.20.2/src/test/org/apache/hadoop/io/file/tfile/Timer.java,0.0,2
src/tests/external.cpp,0.0,2
third_party/boto-1.9b/docs/source/ref/s3.rst,0.0,2
third_party/protobuf-2.3.0/examples/Makefile,0.0,2
src/common/format.hpp,0.0,2
third_party/protobuf-2.4.1/gtest/make/Makefile,0.0,2
src/third_party/zookeeper-3.2.2/src/java/lib/README.txt,0.0,2
third_party/protobuf-2.3.0/python/google/protobuf/internal/reflection_test.py,0.0,2
third_party/libprocess/third_party/gmock-1.6.0/gtest/test/gtest_no_test_unittest.cc,0.0,2
third_party/protobuf-2.4.1/python/google/protobuf/pyext/python-proto2.cc,0.0,2
third_party/gmock-1.6.0/src/gmock-spec-builders.cc,0.0,2
src/webui/bottle-0.8.3/test/tools.py,0.0,2
hadoop/mesos/src/java/org/apache/hadoop/mapred/HadoopFrameworkMessage.java,0.0,2
third_party/protobuf-2.3.0/src/google/protobuf/unittest_empty.proto,0.0,2
third_party/protobuf-2.3.0/java/src/main/java/com/google/protobuf/RpcChannel.java,0.0,2
third_party/libprocess/third_party/ry-http-parser-1c3624a/http_parser.c,0.0,2
third_party/protobuf-2.3.0/python/google/protobuf/internal/more_extensions.proto,0.0,2
third_party/protobuf-2.4.1/autogen.sh,0.0,2
third_party/protobuf-2.4.1/gtest/msvc/gtest-md.vcproj,0.0,2
third_party/protobuf-2.3.0/vsprojects/convert2008to2005.sh,0.0,2
third_party/gmock-1.6.0/gtest/samples/sample6_unittest.cc,0.0,2
third_party/protobuf-2.3.0/gtest/README,0.0,2
third_party/libprocess/third_party/gmock-1.6.0/gtest/test/gtest_filter_unittest_.cc,0.0,2
third_party/protobuf-2.3.0/src/google/protobuf/stubs/strutil_unittest.cc,0.0,2
third_party/boost-1.37.0/boost/uuid/random_generator.hpp,0.0,2
third_party/protobuf-2.4.1/java/src/test/java/com/google/protobuf/SingleFieldBuilderTest.java,0.0,2
third_party/gmock-1.6.0/gtest/test/gtest_catch_exceptions_test.py,0.0,2
third_party/protobuf-2.4.1/gtest/test/gtest-param-test_test.cc,0.0,2
third_party/protobuf-2.4.1/gtest/samples/sample2_unittest.cc,0.0,2
src/third_party/{zookeeper-3.3.0 => zookeeper-3.3.1}/docs/jdiff/changes/constructors_index_additions.html,0.0,1
third_party/zookeeper-3.3.1/src/c/acinclude.m4,0.0,1
src/master/registry.proto => include/mesos/maintenance/maintenance.hpp,0.0,1
src/webui/master/static/{ => js}/cubism.v1.min.js,0.0,1
{src/third_party/boost-1.37.0/boost => third_party/libprocess/third_party/boost-1.37.0/boost/type_traits}/conversion_traits.hpp,0.0,1
frameworks/{hadoop-0.20.0 => hadoop-0.20.2}/src/docs/cn/src/documentation/content/xdocs/hdfs_quota_admin_guide.xml,0.0,1
src/third_party/zookeeper-3.2.2/src/java/main/org/apache/zookeeper/server/quorum/AckRequestProcessor.java,0.0,1
src/third_party/libprocess/third_party/boost-1.37.0/boost/mpl/aux_/preprocessed/msvc60/not_equal_to.hpp,0.0,1
frameworks/{hadoop-0.20.0 => hadoop-0.20.2}/src/core/org/apache/hadoop/fs/s3/S3OutputStream.java,0.0,1
src/third_party/libprocess/third_party/boost-1.37.0/boost/mpl/set/aux_/begin_end_impl.hpp,0.0,1
src/third_party/libprocess/third_party/boost-1.37.0/boost/mpl/aux_/preprocessed/no_ttp/apply_wrap.hpp,0.0,1
frameworks/hadoop-0.20.2/src/mapred/mapred-default.xml,0.0,1
third_party/libprocess/third_party/boost-1.37.0/boost/mpl/list/list10_c.hpp,0.0,1
third_party/zookeeper-3.3.1/docs/api/org/apache/zookeeper/server/quorum/class-use/QuorumPeerMain.html,0.0,1
{src/third_party => third_party}/zookeeper-3.3.1/docs/api/org/apache/zookeeper/class-use/ZooDefs.OpCode.html,0.0,1
third_party/{boto-1.9b => boto-2.0b2}/boto/manage/cmdshell.py,0.0,1
{src/third_party => third_party}/zookeeper-3.3.1/contrib/fatjar/zookeeper-3.3.1-fatjar.jar,0.0,1
frameworks/hadoop-0.20.0/src/docs/cn/src/documentation/skins/pelt/xslt/fo/document-to-fo.xsl,0.0,1
{src/third_party/boost-1.37.0/boost => third_party/libprocess/third_party/boost-1.37.0/boost/type_traits}/is_base_and_derived.hpp,0.0,1
frameworks/hadoop-0.20.2/src/docs/cn/src/documentation/skins/common/images/txtdoc.png,0.0,1
src/third_party/{zookeeper-3.3.0/src/contrib/zooinspector => zookeeper-3.3.1/contrib/ZooInspector}/icons/search_next.gif,0.0,1
{src/third_party/libprocess/third_party => third_party}/boost-1.37.0/boost/mpl/aux_/preprocessed/msvc60/bind_fwd.hpp,0.0,1
third_party/boto-1.8d/boto/mashups/__init__.py,0.0,1
{src/third_party/libprocess/third_party => third_party}/boost-1.37.0/boost/mpl/aux_/test/assert.hpp,0.0,1
frameworks/hadoop-0.20.2/src/contrib/eclipse-plugin/src/java/org/apache/hadoop/eclipse/dfs/DFSActions.java,0.0,1
{src => third_party/libprocess}/third_party/boost-1.37.0/boost/range/detail/vc6/end.hpp,0.0,1
src/third_party/boost-1.37.0/boost/mpl/aux_/preprocessed/dmc/apply_wrap.hpp,0.0,1
src/third_party/libprocess/third_party/boost-1.37.0/boost/detail/ob_compressed_pair.hpp,0.0,1
frameworks/{hadoop-0.20.0 => hadoop-0.20.2}/src/test/org/apache/hadoop/mapred/lib/TestTotalOrderPartitioner.java,0.0,1
third_party/libprocess/third_party/boost-1.37.0/boost/tuple/tuple_io.hpp,0.0,1
{src/third_party => third_party}/zookeeper-3.3.1/docs/skin/images/README.txt,0.0,1
third_party/boto-2.0b2/boto/cloudfront/logging.py,0.0,1
frameworks/hadoop-0.20.2/src/examples/pipes/depcomp,0.0,1
src/third_party/boost-1.37.0/boost/mpl/aux_/preprocessed/gcc/less_equal.hpp,0.0,1
frameworks/hadoop-0.20.0/src/benchmarks/gridmix/submissionScripts/maxentHod,0.0,1
{src/third_party/boost-1.37.0/boost => third_party/libprocess/third_party/boost-1.37.0/boost/type_traits}/has_trivial_destructor.hpp,0.0,1
src/third_party/libprocess/third_party/boost-1.37.0/boost/mpl/aux_/preprocessed/bcc/unpack_args.hpp,0.0,1
src/third_party/{zookeeper-3.2.2 => zookeeper-3.3.0/src}/recipes/lock/src/java/org/apache/zookeeper/recipes/lock/ProtocolSupport.java,0.0,1
frameworks/hadoop-0.20.0/src/core/org/apache/hadoop/security/Group.java,0.0,1
frameworks/{hadoop-0.20.0 => hadoop-0.20.2}/src/test/org/apache/hadoop/mapred/lib/aggregate/TestAggregates.java,0.0,1
frameworks/hadoop-0.20.2/src/contrib/eclipse-plugin/resources/SetHadoopPath.xml,0.0,1
src/ec2/deploy.lucid64/root/nexus-ec2/master,0.0,1
{src => third_party/libprocess}/third_party/boost-1.37.0/boost/mpl/aux_/value_wknd.hpp,0.0,1
{src/third_party => third_party}/zookeeper-3.3.1/src/java/main/org/apache/jute/compiler/generated/RccTokenManager.java,0.0,1
src/third_party/zookeeper-3.3.0/src/java/test/org/apache/zookeeper/test/QuorumBase.java,0.0,1
src/third_party/libprocess/third_party/boost-1.37.0/boost/mpl/aux_/preprocessed/mwcw/bind_fwd.hpp,0.0,1
frameworks/hadoop-0.20.2/src/ant/org/apache/hadoop/ant/DfsTask.java,0.0,1
src/third_party/libprocess/examples/call_func.cpp,0.0,1
third_party/boost-1.37.0/boost/preprocessor/selection.hpp,0.0,1
third_party/libprocess/third_party/boost-1.37.0/boost/mpl/aux_/preprocessed/bcc551/list_c.hpp,0.0,1
{src/third_party/libprocess/third_party/boost-1.37.0/boost/mpl/aux_/preprocessed/plain => third_party/boost-1.37.0/boost/mpl/aux_/preprocessed/gcc}/basic_bind.hpp,0.0,1
third_party/zookeeper-3.3.1/src/java/main/org/apache/zookeeper/server/quorum/LocalPeerBean.java,0.0,1
third_party/boost-1.37.0/boost/remove_volatile.hpp,0.0,1
src/third_party/glog-0.3.0/src/mock-log.h,0.0,1
third_party/zookeeper-3.3.1/src/contrib/zooinspector/icons/save_edit.gif,0.0,1
frameworks/hadoop-0.20.2/src/core/org/apache/hadoop/util/QuickSort.java,0.0,1
third_party/libprocess/{ => third_party/stout}/include/stout/path.hpp,0.0,1
{src => third_party/libprocess}/third_party/boost-1.37.0/boost/mpl/aux_/na_spec.hpp,0.0,1
frameworks/hadoop-0.20.2/src/core/org/apache/hadoop/io/compress/CompressorStream.java,0.0,1
src/third_party/libprocess/third_party/boost-1.37.0/boost/mpl/map/aux_/preprocessed/typeof_based/map50.hpp,0.0,1
src/third_party/boost-1.37.0/boost/mpl/map/aux_/contains_impl.hpp,0.0,1
frameworks/hadoop-0.20.0/src/c++/libhdfs/Makefile.am,0.0,1
src/third_party/{zookeeper-3.2.2 => zookeeper-3.3.0}/src/recipes/lock/src/c/tests/Util.h,0.0,1
frameworks/{hadoop-0.20.0 => hadoop-0.20.2}/src/mapred/org/apache/hadoop/mapreduce/lib/output/TextOutputFormat.java,0.0,1
frameworks/hadoop-0.20.2/src/contrib/thriftfs/src/java/org/apache/hadoop/thriftfs/HadoopThriftServer.java,0.0,1
{src/third_party/libprocess/third_party/boost-1.37.0/boost/mpl/aux_/preprocessed/plain => third_party/boost-1.37.0/boost/mpl/aux_/preprocessed/bcc551}/set.hpp,0.0,1
src/third_party/zookeeper-3.2.2/src/java/main/org/apache/jute/RecordWriter.java,0.0,1
third_party/libprocess/third_party/boost-1.37.0/boost/mpl/and.hpp,0.0,1
third_party/{boto-1.8d => boto-1.9b}/boto/mapreduce/partitiondb.py,0.0,1
third_party/boost-1.37.0/boost/mpl/aux_/overload_names.hpp,0.0,1
src/third_party/{zookeeper-3.3.0/contrib/ZooInspector => zookeeper-3.3.1/src/contrib/zooinspector}/src/java/org/apache/zookeeper/inspector/gui/nodeviewer/ZooInspectorNodeViewer.java,0.0,1
frameworks/hadoop-0.20.2/src/contrib/eclipse-plugin/src/java/org/apache/hadoop/eclipse/dfs/DFSContent.java,0.0,1
{src/third_party/libprocess/third_party/boost-1.37.0/boost/type_traits => third_party/boost-1.37.0/boost}/detail/ice_and.hpp,0.0,1
src/third_party/zookeeper-3.3.0/contrib/bookkeeper/src/java/org/apache/bookkeeper/client/CRC32DigestManager.java,0.0,1
src/third_party/{glog-0.3.0 => glog-0.3.1}/src/glog/logging.h.in,0.0,1
src/third_party/boost-1.37.0/boost/mpl/aux_/preprocessed/bcc_pre590/or.hpp,0.0,1
src/third_party/{zookeeper-3.2.2 => zookeeper-3.3.0}/src/java/main/org/apache/jute/compiler/JavaGenerator.java,0.0,1
src/third_party/{zookeeper-3.3.0 => zookeeper-3.3.1}/docs/api/org/apache/zookeeper/KeeperException.NotEmptyException.html,0.0,1
